titolo,categoria,sponsor_stato,paesi_vittima,ruolo,data_evento,fonte_data_evento,descrizione,link
Targeting of governmental organizations in Africa and the Caribbean,Espionage,China,,attore,,da_estrarre_con_llm,Sharp Panda (also known as Sharp Dragon) recently began leveraging previously compromised entities in Southeast Asia to send malicious emails to governmental organizations in Africa and the Caribbean.,https://www.cfr.org/cyber-operations/targeting-of-governmental-organizations-in-africa-and-the-caribbean
Targeting of home internet routers to add to a botnet,Espionage,China,United States,attore,,da_estrarre_con_llm,"Volt Typhoon targeted unsupported or unpatched home and small office internet routers. Once the routers were compromised, they were used to obfuscate Volt Typhoon’s operations. The network also contained routers from a U.S. judicial organization and a satellite management firm, although it was unclear if these organizations were targeted beyond adding the routers to the […]",https://www.cfr.org/cyber-operations/targeting-of-home-internet-routers-to-add-to-a-botnet
Targeting of Dutch chipmaker NXP,Espionage,China,Netherlands,attore,,da_estrarre_con_llm,"A Chinese threat actor, Chimera, gained access to the networks of Dutch chipmaker NXP and used that access to monitor employee communications and steal proprietary chip designs and other intellectual property. The breach lasted from late 2017 to early 2020.",https://www.cfr.org/cyber-operations/targeting-of-dutch-chipmaker-nxp
Chimera,Espionage,China,Taiwan,attore,,da_estrarre_con_llm,Chimera is a Chinese threat actor with a focus accessing the networks of microchip manufacturers. The group was originally spotted targeting Taiwanese chipmakers but has expanded its targeting to other chipmaking firms across the world.,https://www.cfr.org/cyber-operations/chimera
Targeting of Cambodian government agencies,Espionage,China,Cambodia,attore,,da_estrarre_con_llm,"Chinese threat actors broke into the networks of at least twenty-four Cambodian government agencies over the past year. The affected agencies work on a variety of issues, including national defense, human rights, election oversight, trade and commerce, and telecommunications.",https://www.cfr.org/cyber-operations/targeting-of-cambodian-government-agencies
Targeting of semiconductor manufacturing firms in East Asia,Espionage,China,Taiwan,attore,,da_estrarre_con_llm,"Emissary Panda launched phishing attacks against Chinese-speaking semiconductor firms in Hong Kong, Singapore, and Taiwan. The attack used malicious documents ostensibly from Taiwan Semiconductor Manufacturing Company, which, when downloaded, installed a malware dropper unique to Emissary Panda.",https://www.cfr.org/cyber-operations/targeting-of-semiconductor-manufacturing-firms-in-east-asia
Targeting of government agency in Guyana,Espionage,China,Guyana,attore,,da_estrarre_con_llm,"An unknown Chinese-affiliated threat actor targeted a Guyanese government agency with spear-phishing emails. The actor used a series of previously unseen tools in the attack, including a remote access Trojan known as DinodasRAT.",https://www.cfr.org/cyber-operations/targeting-of-government-agency-in-guyana
Targeting of subsidiaries of global companies,Espionage,China,"Japan, Korea (Republic of), United States",attore,,da_estrarre_con_llm,"BlackTech, a Chinese threat actor, targeted public- and private-sector organizations, including industrial, technology, media, electronics, and telecommunications companies. It attacked the poorly secured systems of subsidiary companies and then escalated access to the parent companies’ network, sometimes by compromising the firmware of routers.",https://www.cfr.org/cyber-operations/targeting-of-subsidiaries-of-global-companies
Targeting of a southeast Asian government,Espionage,China,,attore,,da_estrarre_con_llm,"Mustang Panda targeted the systems of a southeast Asian government in a long-running campaign. The APT performed extensive reconnaissance on the network, identifying several usernames and machines that were likely of interest, and targeted those users with more extensive surveillance and tooling.",https://www.cfr.org/cyber-operations/targeting-of-a-southeast-asian-government
Targeting of a telecommunications provider in North Africa,Espionage,China,,attore,,da_estrarre_con_llm,Mirage was detected targeting a telecommunications provider in North Africa. The attack appears to be an extension of an earlier Chinese campaign targeting telecommunications providers in the Middle East.,https://www.cfr.org/cyber-operations/targeting-of-a-telecommunications-provider-in-north-africa
"Targeting of South Korean academics, government agencies, and political groups",Espionage,China,Korea (Republic of),attore,,da_estrarre_con_llm,"Chinese threat actor Tick was found using spoofed domains to target South Korean political, government, and academic organizations. The attack appears aimed at gathering intelligence.",https://www.cfr.org/cyber-operations/targeting-of-south-korean-academics-government-agencies-and-political-groups
Targeting of the German Federal Agency for Cartography and Geodesy,Espionage,China,Germany,attore,,da_estrarre_con_llm,"Mirage, a Chinese threat actor, broke into the networks of the German Federal Agency for Cartography and Geodesy in December of 2021. What information the attackers could have gained access to remains unclear.",https://www.cfr.org/cyber-operations/targeting-of-the-german-federal-agency-for-cartography-and-geodesy
Targeting of Uyghurs outside China with trojanized Signal and Telegram apps,Espionage,China,,attore,,da_estrarre_con_llm,"Mirage uploaded fake Signal and Telegram apps to the Google Play store. The apps were primarily marketed at Uyghurs living outside of China. Both were designed to steal users’ data, and the Telegram copy was downloaded by at least 13,953 different users.",https://www.cfr.org/cyber-operations/targeting-of-uyghurs-outside-china-with-trojanized-signal-and-telegram-apps
Targeting of Japan’s National Center of Incident Readiness and Strategy for Cybersecurity,Espionage,China,Japan,attore,,da_estrarre_con_llm,Chinese hackers penetrated the email account of an employee of Japan’s National Center of Incident Readiness and Strategy for Cybersecurity. Japan officials feared that the attack could have indicated deeper penetration by Chinese hackers.,https://www.cfr.org/cyber-operations/targeting-of-japans-national-center-of-incident-readiness-and-strategy-for-cybersecurity
Flax Typhoon,Espionage,China,Taiwan,attore,,da_estrarre_con_llm,"Flax Typhoon is a Chinese threat actor detected operating on the networks of Taiwanese organizations. Flax Typhoon is notable both for using living-off-the-land techniques to establish persistent access to various Taiwanese organizations’ networks and because it appears to only establish persistent access to a network, rather than inflicting damage or stealing information.",https://www.cfr.org/cyber-operations/flax-typhoon
Targeting of government agencies across Eastern Europe,Espionage,China,"Czech Republic, Hungary, Slovakia, Ukraine, United Kingdom",attore,,da_estrarre_con_llm,"Mustang Panda targeted government agencies in Czechia, Hungary, Slovakia, Ukraine, and the United Kingdom with PlugX malware delivered through diplomatic-themed lure documents. There is also evidence that the hackers targeted agencies in France and Sweden as well, but whether they were successful in their attempts remains unclear.",https://www.cfr.org/cyber-operations/targeting-of-government-agencies-across-eastern-europe
Targeting of organizations using Barracuda email security gateway devices,Espionage,China,"Hong Kong, Taiwan, United States",attore,,da_estrarre_con_llm,"A Chinese threat actor compromised Barracuda brand email security gateway systems and used access to infiltrate networks attached to the Barracuda products. Once the campaign was detected, the attackers rapidly expanded their persistence on compromised systems, leading Barracuda to tell affected customers to destroy their devices due to the potential for continued compromise.",https://www.cfr.org/cyber-operations/targeting-of-organizations-using-barracuda-email-security-gateway-devices
Targeting of government organizations in Eastern Europe and Western Asia,Espionage,China,"Estonia, Greece, Japan, Latvia, Taiwan, Turkey, United States",attore,,da_estrarre_con_llm,"Mustang Panda targeted government and civil-society networks in at least nine countries— including the United States, Greece, Japan, and the United Kingdom—with several new malware droppers.",https://www.cfr.org/cyber-operations/targeting-of-government-organizations-in-eastern-europe-and-western-asia
Targeting of Taiwanese government and critical infrastructure operators,Espionage,China,Taiwan,attore,,da_estrarre_con_llm,Threat researchers discovered command-and-control infrastructure used by Emissary Panda to coordinate a campaign against Taiwanese government entities and critical infrastructure providers.,https://www.cfr.org/cyber-operations/targeting-of-taiwanese-government-and-critical-infrastructure-operators
Targeting of Kenyan government,Espionage,China,Kenya,attore,,da_estrarre_con_llm,Chinese hackers targeted several ministries within Kenya’s government for several years. The hacks were primarily to gain information on Kenya’s ability to repay its debts associated with projects funded under China’s Belt and Road Initiative.,https://www.cfr.org/cyber-operations/targeting-of-kenyan-government
Volt Typhoon,Espionage,China,United States,attore,,da_estrarre_con_llm,"U.S. government agencies and Microsoft detected activity on critical infrastructure in the United States and Guam by a new Chinese threat actor dubbed Volt Typhoon. The attacks were primarily designed to gather information on U.S. critical infrastructure and military capabilities, but Microsoft and the agencies said the attacks could be preparation for a future attack […]",https://www.cfr.org/cyber-operations/volt-typhoon
Targeting of telecommunications equipment in Guam,Espionage,China,"Guam, United States",attore,,da_estrarre_con_llm,"Volt Typhoon is a threat actor that has been active since 2021 and targets various organizations, including educational institutions, information technology companies, military networks, and transportation groups for the purposes of espionage. The group primarily targets high-value victims and maintains persistent access through “living off the land” techniques and hands-on activity.",https://www.cfr.org/cyber-operations/targeting-of-telecommunications-equipment-in-guam
"Targeting East Asian and Southeast Asian health-care, manufacturing, technology, and government organizations",Espionage,China,"Fiji, Taiwan, Thailand, The Philippines",attore,,da_estrarre_con_llm,"In its latest campaign, APT 41 targeted East Asian and Southeast Asian health-care, manufacturing, technology, and government organizations, attacking via installed Windows Defender in the target environment.",https://www.cfr.org/cyber-operations/targeting-east-asian-and-southeast-asian-health-care-manufacturing-technology-and-government-organizations
Targeting of military personnel and activists in Southeast Asia,Espionage,India,"Bangladesh, China, Pakistan, Sri Lanka",vittima,,da_estrarre_con_llm,"Patchwork, an Indian state-sponsored threat actor, used social engineering and spear-phishing lures to target military personnel and activists in Bangladesh, China, India, Pakistan, Sri Lanka, and Tibet.",https://www.cfr.org/cyber-operations/targeting-of-military-personnel-and-activists-in-southeast-asia
Targeting Linux systems in Nepal and South Africa,Espionage,China,"Nepal, South Africa",attore,,da_estrarre_con_llm,"Chinese threat actor Gallium is using a new variant of the PingPull malware to target the Linux systems of finance, government, and telecommunications organizations across Africa, Europe, and Southeast Asia.",https://www.cfr.org/cyber-operations/targeting-linux-systems-in-nepal-and-south-africa
Targeting of a Taiwanese media organization,Espionage,China,Taiwan,attore,,da_estrarre_con_llm,The Chinese threat actor APT 41 targeted a Taiwanese media company with a phishing campaign that abused the Google command-and-control red teaming tool in order to steal data from victims.,https://www.cfr.org/cyber-operations/targeting-of-a-taiwanese-media-organization
Targeting of organizations of strategic interest to the Chinese government,Espionage,China,United States,attore,,da_estrarre_con_llm,"Winnti Umbrella, a Chinese state-sponsored threat actor, is continuing to target organizations of interest to the Chinese government (including government, media, and information technology organizations). The group was using Keyplug, a Linux version of the custom modular backdoor, to gain access to victims’ networks, exfiltrating information in line with espionage operations.",https://www.cfr.org/cyber-operations/targeting-of-organizations-of-strategic-interest-to-the-chinese-government
Targeting of Middle Eastern telecommunications providers,Espionage,China,,attore,,da_estrarre_con_llm,"The Chinese state actor Gallium targeted Middle Eastern telecommunications companies in a prolonged spear-phishing campaign dubbed Operation Soft Cell. After gaining access, attackers have been observed stealing credentials, performing general reconnaissance, and exfiltrating data.",https://www.cfr.org/cyber-operations/targeting-of-middle-eastern-telecommunications-providers
Targeting of high-value customers of an East Asian data-loss prevention company,Espionage,China,,attore,,da_estrarre_con_llm,"Tick, a Chinese intelligence-aligned actor, compromised an internal update to the servers of a data-loss prevention company in order to deliver malware within the network. Tick packaged its malware as part of legitimate installers so that the malware was eventually executed on computers of the company’s customers.",https://www.cfr.org/cyber-operations/targeting-of-high-value-customers-of-an-east-asian-data-loss-prevention-company
Targeting of U.S. federal civilian agency,Espionage,China,United States,attore,,da_estrarre_con_llm,Chinese threat actor Hafnium attacked an unnamed U.S. government civilian agency from August to January 2023. Hafnium exploited a known vulnerability in software in the agency’s Microsoft Internet Information Services (IIS) web server.,https://www.cfr.org/cyber-operations/targeting-of-u-s-federal-civilian-agency
"Targeting of infrastructure projects in Indonesia, Thailand, and Vietnam",Espionage,China,"Thailand, Vietnam",attore,,da_estrarre_con_llm,"A Chinese threat actor was detected targeting the strategic infrastructure projects of government organizations in Indonesia, Thailand, and Vietnam. Active since late 2022, the campaign uses spear-fishing emails for initial access and deploys the Soul malware framework once inside the network.",https://www.cfr.org/cyber-operations/targeting-of-infrastructure-projects-in-indonesia-thailand-and-vietnam
Targeting of Belgian member of Parliament,Espionage,China,Belgium,attore,,da_estrarre_con_llm,"Chinese actor Zirconium targeted a Belgian MP, Samuel Cogolati, with a spear-phishing attack. The attack came soon after Cogolati authored a resolution condemning the crimes against humanity committed against Uyghur Muslims in China’s Xinjiang region.",https://www.cfr.org/cyber-operations/targeting-of-belgian-member-of-parliament
Targeting of Asian conglomerate in the materials sector,Espionage,China,,attore,,da_estrarre_con_llm,Chinese APT Winnti Umbrella has been targeting multiple subsidiaries of an Asian conglomerate in the materials and composites sector using open-source malware. The group likely tried to steal intellectual property.,https://www.cfr.org/cyber-operations/targeting-of-asian-conglomerate-in-the-materials-sector
Targeting of telecommunications and media firms in Vietnam,Espionage,China,Vietnam,attore,,da_estrarre_con_llm,"China-backed threat actor Goblin Panda has been observed using lure documents with embedded malicious macros. The group deployed three major variants of ShellFang, a custom shellcode loader, against the telecommunications and media sectors in Vietnam throughout 2022.",https://www.cfr.org/cyber-operations/targeting-of-telecommunications-and-media-firms-in-vietnam
Targeting of the Iranian government,Espionage,China,Iran (Islamic Republic of),attore,,da_estrarre_con_llm,"Mirage, a Chinese threat actor, deployed a new backdoor, dubbed Turian, against the Iranian government in 2022. What agencies in the Iranian government were compromised, or what information Mirage found, is unclear.",https://www.cfr.org/cyber-operations/targeting-of-the-iranian-government
Targeting of European government trade departments,Espionage,China,,attore,,da_estrarre_con_llm,Chinese operators sent phishing emails disguised as memos on migration and trade policy to several different European governments. The campaign ran from September to November 2022 and utilized a new version of the modular PlugX malware.,https://www.cfr.org/cyber-operations/targeting-of-european-government-trade-departments
Targeting of U.S. COVID relief funds,Financial Theft,China,United States,attore,,da_estrarre_con_llm,APT 41 targeted the U.S. Small Business Administration and stole at least $20 million in U.S. COVID relief benefits allocated to businesses in several different U.S. states.,https://www.cfr.org/cyber-operations/targeting-of-u-s-covid-relief-funds
Targeting of Citrix Systems software,Espionage,China,,attore,,da_estrarre_con_llm,"The U.S. National Security Agency issued a warning that two pieces of software from Citrix Systems, which are commonly used in corporate servers, had major vulnerabilities that were being actively exploited by APT 5.",https://www.cfr.org/cyber-operations/targeting-of-citrix-systems-software
Targeting of Amnesty International Canada,Espionage,China,Canada,attore,,da_estrarre_con_llm,Chinese threat actors compromised the networks of Amnesty International Canada to steal information on Amnesty’s investigations into Chinese human rights abuses.,https://www.cfr.org/cyber-operations/targeting-of-amnesty-international-canada
Targeting of Chinese users with three zero days,Espionage,Vietnam,China,vittima,,da_estrarre_con_llm,"Ocean Lotus, a Vietnamese APT, was found deploying three zero days on Chinese networks. The attacks were primarily directed at gaining and expanding access to routers, networks, and cameras in China. Ocean Lotus could have also incorporated some of the compromised devices into its Torii botnet.",https://www.cfr.org/cyber-operations/targeting-of-chinese-users-with-three-zero-days
Targeting of Asian and Australian governments and government partners,Espionage,China,"Australia, Japan, Myanmar, Taiwan, The Philippines",attore,,da_estrarre_con_llm,"China-affiliated APT Mustang Panda conducted a spear-fishing campaign against several Asian governments starting in March 2022. Mustang Panda used two new malware families, Toneins and Toneshell, in the campaign.",https://www.cfr.org/cyber-operations/targeting-of-asian-and-australian-governments-and-government-partners
Targeting of Asian government agencies and certificate authorities,Espionage,China,,attore,,da_estrarre_con_llm,Chinese-affiliated APT Thrip compromised a digital certificate authority in an Asian country. Thrip likely used the certificates to sign malware used to target government agencies for the last six months.,https://www.cfr.org/cyber-operations/targeting-of-asian-government-agencies-and-certificate-authorities
Targeting of Uyghur populations,Espionage,China,China,entrambi,,da_estrarre_con_llm,Chinese-affiliated threat actor APT 15 led a mobile surveillance campaign against Uyghurs in China and abroad using BadBazaar malware masquerading as Android apps.,https://www.cfr.org/cyber-operations/targeting-of-uyghur-populations
Targeting of Uyghur communities,Espionage,China,,attore,,da_estrarre_con_llm,Chinese-affiliated group Poison Carp conducted a mobile surveillance campaign against Uyghurs in China and abroad using Android exploit and malware kit Moonshine. This is the second time Moonshine has reportedly been used; the first was in 2019 to surveil Tibetan activists.,https://www.cfr.org/cyber-operations/targeting-of-uyghur-communities
Targeting of companies in Hong Kong,Espionage,China,Hong Kong,attore,,da_estrarre_con_llm,"Winnti Umbrella targeted government organizations in Hong Kong with malware to steal sensitive data from victims. The attacks are likely an expansion of Operation CuckooBees, previously documented in May 2022, which targeted businesses’ networks in the United States and Europe to steal intellectual property.",https://www.cfr.org/cyber-operations/targeting-of-companies-in-hong-kong
Targeting of Sri Lankan government,Espionage,China,Sri Lanka,attore,,da_estrarre_con_llm,Researchers found that Chinese-sponsored hacking group Winnti stole documents from the Sri Lankan government and remotely accessed software from August to October 2022.,https://www.cfr.org/cyber-operations/targeting-of-sri-lankan-government
Targeting of Myanmar government agencies,Espionage,China,Myanmar,attore,,da_estrarre_con_llm,Mustang Panda launched a watering-hole attack by impersonating Burmese news outlets to gain access to Myanmar’s government networks.,https://www.cfr.org/cyber-operations/targeting-of-myanmar-government-agencies
Targeting of governments in the Middle East and Africa,Espionage,China,,attore,,da_estrarre_con_llm,APT 10 installed web shells on public-facing servers and extracted information from Middle Eastern governments and an African stock exchange.,https://www.cfr.org/cyber-operations/targeting-of-governments-in-the-middle-east-and-africa
Targeting of an Asian IT provider,Espionage,China,,attore,,da_estrarre_con_llm,"Cybersecurity researchers identified a new campaign run by a Webworm, a Chinese cyber-espionage group. The campaign is in its early stages and appears to use publicly available malware to breach systems and steal information.",https://www.cfr.org/cyber-operations/targeting-of-an-asian-it-provider
Space Pirates,Espionage,China,"China, Georgia, Mongolia, Russian Federation",entrambi,,da_estrarre_con_llm,"Researchers identified a Chinese cyber-espionage group that has exchanged tools with Winnti Umbrella, APT 27, and Mustang Panda. The group has been observed using repurposed, publicly available malware in espionage campaigns throughout Asia since at least early 2022. The group could also be moonlighting as criminal hackers, as they have been observed attacking Chinese companies […]",https://www.cfr.org/cyber-operations/space-pirates
"Targeting of government officials in Europe, the Middle East, and South America",Espionage,China,,attore,,da_estrarre_con_llm,"Mustang Panda targeted government organizations in a phishing campaign. The campaign used PlugX, a frequently implemented Chinese modular malware tool.",https://www.cfr.org/cyber-operations/targeting-of-government-officials-in-europe-the-middle-east-and-south-america
Targeting of Northwestern Polytechnical University,Espionage,United States,China,vittima,,da_estrarre_con_llm,"China accused the U.S. National Security Agency (NSA) of hacking into the networks of Northwestern Polytechnical University, a prominent defense research university in Xi’an, in June 2022. Some researchers expressed doubt at the claims, as the report accused the NSA of using a tool more than ten years old that was leaked more than five […]",https://www.cfr.org/cyber-operations/targeting-of-northwestern-polytechnical-university
"Targeting of Australian, Malaysian, and European organizations and organizations operating in and around the South China Sea.",Espionage,China,"Australia, Malaysia, Taiwan",attore,,da_estrarre_con_llm,"APT 40 launched an espionage campaign targeting Australian, European, and Asian organizations involved in maintaining and producing wind turbines in the South China Sea, as well as Malaysian organizations working in the Kasawari gas field.",https://www.cfr.org/cyber-operations/targeting-of-australian-malaysian-and-european-organizations-and-organizations-operating-in-and-around-the-south-china-sea
Targeting of industrial enterprises and public institutions in Central Asia and Eastern Europe,Espionage,China,"Belarus, Russian Federation, Ukraine",attore,,da_estrarre_con_llm,"Chinese hackers used phishing emails to plant PortDoor malware on the systems of industrial organizations in Afghanistan, Belarus, Russia, and Ukraine. Security researchers detected the hackers exfiltrating data to a server with a Chinese IP address.",https://www.cfr.org/cyber-operations/targeting-of-industrial-enterprises-and-public-institutions-in-central-asia-and-eastern-europe
Targeting of military and public institutions in Afghanistan and several east European countries,Espionage,China,Afghanistan,attore,,da_estrarre_con_llm,"The attackers sent phishing emails containing a malicious Microsoft Word document, which installed multiple Backdoors on targeted systems. The group likely used that access to conduct espionage.",https://www.cfr.org/cyber-operations/targeting-of-military-and-public-institutions-in-afghanistan-and-several-east-european-countries
Targeting of the Belgian Federal Public Service Interior by Chinese threat actors,Espionage,China,Belgium,attore,,da_estrarre_con_llm,Chinese threat actors targeted the Belgian Federal Public Service Interior as part of a wide-ranging cyber espionage campaign involving multiple threat actors. Belgian authorities condemned the activity.,https://www.cfr.org/cyber-operations/targeting-of-the-belgian-federal-public-service-interior-by-chinese-threat-actors
Targeting of the Belgian Federal Public Service Interior in Chinese espionage campaign,Espionage,China,Belgium,attore,,da_estrarre_con_llm,Chinese threat actors targeted the Belgian Federal Public Service Interior as part of a wide-ranging cyberespionage campaign involving multiple threat actors. Belgian authorities condemned the activity.,https://www.cfr.org/cyber-operations/targeting-of-the-belgian-federal-public-service-interior-in-chinese-espionage-campaign
Targeting of Belgian Defense Ministry,Espionage,China,Belgium,attore,,da_estrarre_con_llm,"Chinese threat actors targeted the Belgian Defense Ministry as part of a wide-ranging cyberespionage campaign involving multiple threat actors, which also targeted the Interior Service. Belgian authorities condemned the activity.",https://www.cfr.org/cyber-operations/targeting-of-belgian-defense-ministry
Targeting of U.S. political reporters and White House correspondents,Espionage,China,United States of America,attore,,da_estrarre_con_llm,"Since 2021, Zirconium, a Chinese threat actor, has carried out phishing attacks against U.S.-based journalists to uncover sensitive information about U.S. politics.",https://www.cfr.org/cyber-operations/targeting-of-u-s-political-reporters-and-white-house-correspondents
"Targeting of telecommunications companies operating in Africa, Europe, and Southeast Asia",Espionage,China,,attore,,da_estrarre_con_llm,"Gallium, a Chinese APT, is thought to have operated since 2012 and primarily targets telecommunications companies, financial institutions, and governments. The group has previously used advanced, difficult-to-detect malware in its campaigns.",https://www.cfr.org/cyber-operations/targeting-of-telecommunications-companies-operating-in-africa-europe-and-southeast-asia
Aoqin Dragon,Espionage,China,"Australia, Cambodia, Indonesia, Lao People's Democratic Republic, Myanmar, Vietnam",attore,,da_estrarre_con_llm,"This Chinese threat actor has operated since 2013 and targets government, education, and telecommunication organizations in Australia and Southeast Asia. Aoqin Dragon seeks initial access primarily through document exploits and fake removable devices such as USB drives.",https://www.cfr.org/cyber-operations/aoqin-dragon
Targeting of major telecommunications and network service providers,Espionage,China,United States,attore,,da_estrarre_con_llm,Chinese-backed threat actors identified vulnerabilities to gain access to major telecommunication companies and network service providers to access and exfiltrate victim data.,https://www.cfr.org/cyber-operations/targeting-of-major-telecommunications-and-network-service-providers
Targeting of Palauans via an Australian telecommunications company,Espionage,China,"Australia, Palau",attore,,da_estrarre_con_llm,"Chinese threat actor APT 40 was found using a zero-day in Microsoft Office products, dubbed Follina, as part of a spear-phishing campaign against targets in Palau.",https://www.cfr.org/cyber-operations/targeting-of-palauans-via-an-australian-telecommunications-company
Targeting of Tibetans living abroad,Espionage,China,,attore,,da_estrarre_con_llm,"A Chinese threat actor was found using a zero-day vulnerability, dubbed Follina, in Microsoft Office products to distribute zero-click malware. The attackers used Follina to target Tibetan organizations and Tibetans living abroad with malware.",https://www.cfr.org/cyber-operations/targeting-of-tibetans-living-abroad
Targeting of Rostec,Espionage,China,Russian Federation,attore,,da_estrarre_con_llm,"A Chinese threat actor targeted two research institutes run by Rostec, a major Russian state-owned defense conglomerate. The attackers used spear-phishing lures to plant malware and steal data on Russian radar and electronic warfare capabilities.",https://www.cfr.org/cyber-operations/targeting-of-rostec
Red Menshen,Espionage,China,"Hong Kong, India, Korea (Republic of), Myanmar, Turkey, United States, Vietnam",attore,,da_estrarre_con_llm,"A Chinese threat actor believed to have used a custom backdoor to target telecommunications providers and entities in the government, education, and logistics sectors in the United States, Hong Kong, India, Myanmar, South Korea, Turkey, and Vietnam.",https://www.cfr.org/cyber-operations/red-menshen
"Targeting of telecommunications providers across the United States, Asia, and the Middle East",Espionage,China,"Hong Kong, India, Korea (Republic of), Myanmar, Turkey, United States, Vietnam",attore,,da_estrarre_con_llm,"Chinese threat actor Red Menshen used a custom backdoor dubbed BPFDoor to target telecommunications providers, government systems, postal and logistic systems, and others in the United States, Hong Kong, India, Myanmar, South Korea, Turkey, and Vietnam. Red Menshen moved laterally across Windows systems, sending commands via a virtual private server that were administered by compromised […]",https://www.cfr.org/cyber-operations/targeting-of-telecommunications-providers-across-the-united-states-asia-and-the-middle-east
"Targeting of technology and manufacturing companies in Asia, Europe, and North America",Espionage,China,"Germany, Japan, Korea (Republic of), United States",attore,,da_estrarre_con_llm,"Chinese APT Winnti Umbrella targeted technology and manufacturing companies across Asia, Europe, and North America in a sophisticated cyber espionage campaign that began in 2019. Winnti used a novel strain of malware to exfiltrate the victims’ intellectual property, including documents, blueprints, diagrams, formulas, and manufacturing-related proprietary data.",https://www.cfr.org/cyber-operations/targeting-of-technology-and-manufacturing-companies-in-asia-europe-and-north-america
Targeting of Russian military officials,Espionage,China,Russian Federation,attore,,da_estrarre_con_llm,"Chinese threat actor Mustang Panda targeted Russian government computer systems with PlugX malware. The malware was disguised in a malicious file masquerading as a PDF, which was named after a Russian border guard unit.",https://www.cfr.org/cyber-operations/targeting-of-russian-military-officials
"Targeting of telecommunication companies, internet service providers, and the data services sector",Espionage,China,United States,attore,,da_estrarre_con_llm,"Chinese threat actor Hafnium targeted an un-patched zero-day vulnerability in Zoho products to implant a web shell. Hafnium exploited the Windows Task Scheduler to execute hidden scheduled tasks, allowing the malware to avoid detection.",https://www.cfr.org/cyber-operations/targeting-of-telecommunication-companies-internet-service-providers-and-the-data-services-sector
