titolo,categoria,sponsor_stato,paesi_vittima,ruolo,data_evento,fonte_data_evento,descrizione,link
Targeting of human rights groups and activists related to human rights advocacy in North Korea,Espionage,Korea (Democratic People's Republic of),Korea (Republic of),attore,,da_estrarre_con_llm,An APT group with similarities to Kimusky compromised legitimate business websites to target human rights groups and activists in North Korea.,https://www.cfr.org/cyber-operations/targeting-of-human-rights-groups-and-activists-related-to-human-rights-advocacy-in-north-korea
Targeting of experts in North Korea policy issues,Espionage,Korea (Democratic People's Republic of),"Korea (Republic of), United States",attore,,da_estrarre_con_llm,"In a recent phishing campaign, North Korean threat actor Kimsuky posed as media outlets and think tanks and requested interviews or information about North Korea. The emails contained malicious links redirecting to fake login pages that harvested user credentials.",https://www.cfr.org/cyber-operations/targeting-of-experts-in-north-korea-policy-issues
Targeting of 3CXDesktopApp customers and crypto firms,Espionage,Korea (Democratic People's Republic of),United States,attore,,da_estrarre_con_llm,"Suspected members of the North Korean Lazarus Group targeted customers of the voice and video conferencing software 3CXDesktopApp in a financially motivated supply-chain attack during March 2023. The infected infrastructure was spread primarily across European countries, with additional victims in South Africa, the United Kingdom, and North America. In addition to being targeted with an […]",https://www.cfr.org/cyber-operations/targeting-of-3cxdesktopapp-customers-and-crypto-firms
Targeting of an Indian medical research organization and technology and energy sectors,Espionage,Korea (Democratic People's Republic of),India,attore,,da_estrarre_con_llm,"Lazarus Group targeted an Indian health-care organization, a technology manufacturer, and the chemical engineering department of a leading research university. The campaign’s goal appeared to be collecting intelligence on major Indian industries.",https://www.cfr.org/cyber-operations/targeting-of-an-indian-medical-research-organization-and-technology-and-energy-sectors
Targeting of Harmony cryptocurrency bridge,Financial Theft,Korea (Democratic People's Republic of),United States,attore,,da_estrarre_con_llm,Lazarus Group stole nearly $100 million in cryptocurrency from the platform Harmony Bridge in June 2022. The FBI formally attributed the hack to Lazarus in January 2023 after the hackers attempted to launder nearly $60 million through cryptocurrency mixers and a series of wallets.`,https://www.cfr.org/cyber-operations/targeting-of-harmony-cryptocurrency-bridge
Targeting of users of Kakao,Espionage,Korea (Democratic People's Republic of),Korea (Republic of),attore,,da_estrarre_con_llm,"Kimsuky, a North Korean threat actor, ran a phishing campaign that distributed fake login pages for the popular South Korean messaging app Kakao. Kimsuky likely aimed to steal victims’ passwords; whether the campaign specifically targeted any users is unclear.",https://www.cfr.org/cyber-operations/targeting-of-users-of-kakao
Targeting of non-fungible token (NFT) owners,Financial Theft,Korea (Democratic People's Republic of),,attore,,da_estrarre_con_llm,Lazarus Group targeted the owners of non-fungible tokens in a phishing campaign. The phishing sites allowed Lazarus to drain victims’ accounts of both NFTs and cryptocurrencies.,https://www.cfr.org/cyber-operations/targeting-of-non-fungible-token-nft-owners
Targeting of users of cryptocurrency applications,Financial Theft,Korea (Democratic People's Republic of),,attore,,da_estrarre_con_llm,North Korean hacking group Lazarus created a fake brand called BloxHolder to spread fake cryptocurrency apps that would infect users with AppleJeus malware to steal money and cryptocurrency. The campaign was active from June to at least October 2022.,https://www.cfr.org/cyber-operations/targeting-of-users-of-cryptocurrency-applications
Targeting of Japanese crypto-asset businesses,Financial Theft,Korea (Democratic People's Republic of),Japan,attore,,da_estrarre_con_llm,"Lazarus, a North Korean state-sponsored hacking group, conducted several years of phishing attacks aimed at Japanese crypto-asset businesses to steal cryptocurrency.",https://www.cfr.org/cyber-operations/targeting-of-japanese-crypto-asset-businesses
"Targeting of South Korean diplomats, professors, and researchers",Espionage,Korea (Democratic People's Republic of),Korea (Republic of),attore,,da_estrarre_con_llm,Kimsuky was found launching spear-phishing attacks against numerous current and former South Korean diplomats and prominent foreign policy academics in South Korea.,https://www.cfr.org/cyber-operations/targeting-of-south-korean-diplomats-professors-and-researchers
Targeting of South Korea with multiple spear-phishing campaigns,Espionage,Korea (Democratic People's Republic of),Korea (Republic of),attore,,da_estrarre_con_llm,"A North Korean threat actor targeted South Korean government agencies, think tanks, and companies in the defense, education, energy, and medical-care sectors using spear- phishing campaigns to extract confidential information.",https://www.cfr.org/cyber-operations/targeting-of-south-korea-with-multiple-spear-phishing-campaigns
Targeting of European Union (EU) member states,Espionage,Korea (Democratic People's Republic of),"Czech Republic, Poland",attore,,da_estrarre_con_llm,"A North Korean advanced persistent threat group used malware known as Konni, a remote-access Trojan, to hack into high-level organizations across the EU.",https://www.cfr.org/cyber-operations/targeting-of-european-union-eu-member-states
Targeting of various industries with Maui ransomware,Financial Theft,Korea (Democratic People's Republic of),United States,attore,,da_estrarre_con_llm,The Lazarus Group used Maui ransomware to target government and civil institutions in order to raise money for the North Korean government.,https://www.cfr.org/cyber-operations/targeting-of-various-industries-with-maui-ransomware
Targeting of specialized engineering companies,Financial Theft,Korea (Democratic People's Republic of),United States,attore,,da_estrarre_con_llm,"North Korean threat actor Lazarus Group targeted a specialized engineering company to steal sensitive intellectual property. The hackers breached the organization’s network by exploiting the Log4j vulnerability, moving laterally to compromise eighteen other computers. The hackers installed a backdoor to steal credentials and exfiltrate sensitive data.",https://www.cfr.org/cyber-operations/targeting-of-specialized-engineering-companies
Targeting of journalists reporting on North Korea,Espionage,Korea (Democratic People's Republic of),Korea (Republic of),attore,,da_estrarre_con_llm,"North Korea–linked threat actor APT 37 targeted journalists with novel Goldbackdoor malware. APT 37 initially used RokRat malware to hack the email account of a former director at South Korea’s National Intelligence Service. The hackers then impersonated the official and targeted South Korean journalists, sending emails laced with Goldbackdoor malware. The malware can be used […]",https://www.cfr.org/cyber-operations/targeting-of-journalists-reporting-on-north-korea
Targeting of cryptocurrency company employees,Financial Theft,Korea (Democratic People's Republic of),"Japan, Korea (Republic of), United States",attore,,da_estrarre_con_llm,"North Korean hackers targeted cryptocurrency company employees in a phishing campaign to access systems and make fraudulent trades. Lazarus sent mass emails with job offers embedded with malicious links. When victims clicked, their devices downloaded TraderTraitor malware, which enabled the hackers to execute commands and infiltrate company networks to make fraudulent blockchain transactions.",https://www.cfr.org/cyber-operations/targeting-of-cryptocurrency-company-employees
Targeting of Axie Infinity’s Ronin Network,Financial Theft,Korea (Democratic People's Republic of),United States,attore,,da_estrarre_con_llm,"The North Korea–linked Lazarus Group stole more than $600 million worth of cryptocurrency from the Axie Infinity video game. The hackers infiltrated Ronin Network, a decentralized finance platform used to earn and pay for in-game items with cryptocurrency. Lazarus then used a cryptocurrency mixer, Tornado Cash, to launder a portion of the stolen funds to […]",https://www.cfr.org/cyber-operations/targeting-of-axie-infinitys-ronin-network
Targeting of South Korean chemical sector organizations,Espionage,Korea (Democratic People's Republic of),Korea (Republic of),attore,,da_estrarre_con_llm,"In an extension of its Operation Dream Job campaign, North Korea’s Lazarus Group targeted individuals working at chemical sector organizations in South Korea. Lazarus used fake job-themed lures to bait victims into opening a malicious link and downloading malware used for cyber espionage.",https://www.cfr.org/cyber-operations/targeting-of-south-korean-chemical-sector-organizations
Targeting of American news media and IT companies,Espionage,Korea (Democratic People's Republic of),United States,attore,,da_estrarre_con_llm,"The Lazarus Group used a Google Chrome zero-day to target employees at American news media and IT companies. The Lazarus Group used phishing emails impersonating recruiters at Disney, Google, and Oracle with fake job opportunities, which included malicious links to spoofed Indeed and ZipRecruiter websites. An exploit kit hidden within the websites fingerprinted the target […]",https://www.cfr.org/cyber-operations/targeting-of-american-news-media-and-it-companies
Targeting of the International Atomic Energy Agency and South Korean defense contractor,Espionage,Korea (Democratic People's Republic of),"Austria, Korea (Republic of)",attore,,da_estrarre_con_llm,The North Korean threat actor Kimsuky used spear-phishing techniques to masquerade as websites and applications to get victims to input their credentials. The victims included a security officer at the International Atomic Energy Agency.,https://www.cfr.org/cyber-operations/targeting-of-the-international-atomic-energy-agency-and-south-korean-defense-contractor
Targeting of cryptocurrency start-ups,Financial Theft,Korea (Democratic People's Republic of),United States,attore,,da_estrarre_con_llm,"BlueNoroff, an offshoot of the North Korean threat actor Lazarus Group, mounted a long-running campaign against cryptocurrency firms and exchanges in a bid to steal cryptocurrency.",https://www.cfr.org/cyber-operations/targeting-of-cryptocurrency-start-ups
Targeting of Russian diplomats in Asia,Espionage,Korea (Democratic People's Republic of),"Indonesia, Russian Federation",attore,,da_estrarre_con_llm,The North Korean threat actor Konni launched a spear-phishing campaign against Russian diplomats in Indonesia. Konni spoofed the email address of the Russian embassy in Serbia to send a fake celebratory email that downloaded a remote access trojan once opened.,https://www.cfr.org/cyber-operations/targeting-of-russian-diplomats-in-asia
Targeting of South Korean company recruiters,Espionage,Korea (Democratic People's Republic of),Korea (Republic of),attore,,da_estrarre_con_llm,Hackers from the North Korean Lazarus Group sent malware disguised as job openings at Samsung to engineers. These attacks followed a methodology similar to that of a July 2021 Lazarus Group campaign against engineering firms in South Korea.,https://www.cfr.org/cyber-operations/targeting-of-south-korean-company-recruiters
Targeting of Chinese cybersecurity researchers.,Espionage,Korea (Democratic People's Republic of),China,attore,,da_estrarre_con_llm,The North Korean cyber gang Lazarus Group was accused of attempting to breach Chinese cyber espionage groups’ systems in 2020 in an effort to exploit zero-days and other vulnerabilities. The effort is likely related to an earlier North Korean attempt to attack cybersecurity researchers in the United States and Eastern Europe.,https://www.cfr.org/cyber-operations/targeting-of-chinese-cybersecurity-researchers
Targeting of South Korean think tank,Espionage,Korea (Democratic People's Republic of),"Korea (Republic of), Latvia",attore,,da_estrarre_con_llm,"Using an unusual route to gain access to civil society and government groups, North Korean hackers accessed the servers of a South Korean think tank by compromising a Latvian company providing third-party services.",https://www.cfr.org/cyber-operations/targeting-of-south-korean-think-tank
Watering-hole attack on popular North Korean news site,Espionage,Korea (Democratic People's Republic of),Korea (Democratic People's Republic of),entrambi,,da_estrarre_con_llm,North Korea launched watering-hole attacks from popular anti-North Korea website the Daily NK.,https://www.cfr.org/cyber-operations/watering-hole-attack-on-popular-north-korean-news-site
Targeting of prospective engineers and programmers,Espionage,Korea (Democratic People's Republic of),United States,attore,,da_estrarre_con_llm,Lazarus Group was accused of sending phishing emails pretending to be from major engineering firms to engineers looking for work. The engineers were prompted to download malicious Microsoft Word documents.,https://www.cfr.org/cyber-operations/targeting-of-prospective-engineers-and-programmers
Targeting of South Korean nuclear research center,Espionage,Korea (Democratic People's Republic of),Korea (Republic of),attore,,da_estrarre_con_llm,"South Korea’s nuclear research center detected an intrusion into its systems in the middle of May 2021, but was able to remove the malicious code from its VPN before it could be executed.",https://www.cfr.org/cyber-operations/targeting-of-south-korean-nuclear-research-center
Targeting of South Korean companies with ransomware,Espionage,Korea (Democratic People's Republic of),Korea (Republic of),attore,,da_estrarre_con_llm,North Korean hackers launched ransomware attacks on South Korean businesses. The malware used is an old incarnation of Lazarus Group’s espionage tools with added ransomware functionality.,https://www.cfr.org/cyber-operations/targeting-of-south-korean-companies-with-ransomware
Targeting of South Korean government,Espionage,Korea (Democratic People's Republic of),Korea (Republic of),attore,,da_estrarre_con_llm,"The South Korean government was targeted in a wide-ranging attack by North Korean threat actors. The attacks installed the AppleSeed backdoor, which was used to exfiltrate information.",https://www.cfr.org/cyber-operations/targeting-of-south-korean-government
Targeting of South African freight companies,Espionage,Korea (Democratic People's Republic of),South Africa,attore,,da_estrarre_con_llm,"Vyveva, a known Lazarus Group malware tool, was spotted in the systems of South African shipping companies. The malware appears designed to facilitate file transfers.",https://www.cfr.org/cyber-operations/targeting-of-south-african-freight-companies
Targeting of the defense industry,Espionage,Korea (Democratic People's Republic of),,attore,,da_estrarre_con_llm,North Korean APT Lazarus Group used a custom backdoor dubbed ThreatNeedle to laterally move through infected defense firm networks and gather sensitive information in over a dozen countries. The actor achieved initial entry to victim networks through spear-phishing emails with malicious attachments or links.,https://www.cfr.org/cyber-operations/targeting-of-the-defense-industry
Targeting of cryptocurrency exchanges and financial service companies,Financial Theft,Korea (Democratic People's Republic of),,attore,,da_estrarre_con_llm,North Korean APT Lazarus Group disseminated cryptocurrency trading applications outfitted with the AppleJeus malware. AppleJeus was used to steal cryptocurrency from unsuspecting victims in over thirty countries in 2020.,https://www.cfr.org/cyber-operations/targeting-of-cryptocurrency-exchanges-and-financial-service-companies
Targeting of Pfizer vaccine data,Espionage,Korea (Democratic People's Republic of),United States,attore,,da_estrarre_con_llm,South Korean lawmaker Ha Tae-keung told reporters that North Korean hackers attempted to steal COVID-19 vaccine data from U.S. pharmaceutical company Pfizer. It is unclear whether the alleged operation was successful.,https://www.cfr.org/cyber-operations/targeting-of-pfizer-vaccine-data
Targeting of security researchers with malware,Espionage,Korea (Democratic People's Republic of),,attore,,da_estrarre_con_llm,North Korean hackers used spear-phishing social media techniques to target security researchers to install malware onto targets’ Windows systems.,https://www.cfr.org/cyber-operations/targeting-of-security-researchers-with-malware
Targeting of companies involved in vaccine development,Espionage,Korea (Democratic People's Republic of),,attore,,da_estrarre_con_llm,"North Korean hackers targeted at least six companies involved in the development of a COVID-19 vaccine. Masquerading as recruiters on WhatsApp and LinkedIn, the hackers used documents containing fake job descriptions to install malware on computers belonging to company staff.",https://www.cfr.org/cyber-operations/targeting-of-companies-involved-in-vaccine-development
Targeting of South Korean supply chains using stolen security certificates,Espionage,Korea (Democratic People's Republic of),Korea (Republic of),attore,,da_estrarre_con_llm,"The North Korean threat actor Lazarus Group targeted South Korean users of WIZVERA VeraPort software, commonly used by South Korean banking and government websites, by compromising websites with VeraPort support. Using stolen security certificates, hackers installed malware onto victims’ devices when they visited the compromised websites.",https://www.cfr.org/cyber-operations/targeting-of-south-korean-supply-chains-using-stolen-security-certificates
Zinc,Espionage,Korea (Democratic People's Republic of),"Canada, France, India, Korea (Republic of), United States",attore,,da_estrarre_con_llm,Hackers posing as recruiters in spear-phishing emails to steal credentials belonging to individuals involved in vaccine development.,https://www.cfr.org/cyber-operations/zinc
Cerium,Espionage,Korea (Democratic People's Republic of),"Canada, France, India, Korea (Republic of), United States",attore,,da_estrarre_con_llm,Hackers posing as World Health Organization officials in spear-phishing emails to steal credentials belonging to individuals involved in vaccine development.,https://www.cfr.org/cyber-operations/cerium
Targeting of vaccine researchers with fake job opportunities,Espionage,Korea (Democratic People's Republic of),,attore,,da_estrarre_con_llm,The North Korean threat group Zinc used spear-phishing emails to pose as job recruiters.,https://www.cfr.org/cyber-operations/targeting-of-vaccine-researchers-with-fake-job-opportunities
Targeting of vaccine researchers with spear-phishing emails,Espionage,Korea (Democratic People's Republic of),,attore,,da_estrarre_con_llm,The North Korean threat group Cerium masqueraded as World Health Organization representatives in spear-phishing emails to victims.,https://www.cfr.org/cyber-operations/targeting-of-vaccine-researchers-with-spear-phishing-emails
"Targeting of experts and think tanks in the United States, Japan, and South Korea",Espionage,Korea (Democratic People's Republic of),,attore,,da_estrarre_con_llm,"The North Korean threat actor APT Kimsuky targeted think tanks in the United States, Japan, and South Korea working on nuclear policy and sanctions. The hackers used spear-phishing emails and watering-hole attacks to gain access to victims’ networks.",https://www.cfr.org/cyber-operations/targeting-of-experts-and-think-tanks-in-the-united-states-japan-and-south-korea
Targeting of Russian aerospace and defense companies,Espionage,Korea (Democratic People's Republic of),Russian Federation,attore,,da_estrarre_con_llm,North Korean hackers used spear-phishing emails and social media messages in hopes of stealing credentials related to Russian aerospace and defense companies.,https://www.cfr.org/cyber-operations/targeting-of-russian-aerospace-and-defense-companies
Targeting of UN officials,Espionage,Korea (Democratic People's Republic of),,attore,,da_estrarre_con_llm,"North Korean hackers launched a spear-phishing campaign that disguised malware as UN security alerts and interview requests. At least twenty-eight UN officials, eleven of whom represented six members of the UN Security Council, were targeted.",https://www.cfr.org/cyber-operations/targeting-of-un-officials
Targeting of automated teller machines worldwide,Financial Theft,Korea (Democratic People's Republic of),"Argentina, Bangladesh, Bosnia and Herzegovina, Brazil, Bulgaria, Chile, Costa Rica, Ecuador, Ghana, India, Indonesia, Japan, Jordan, Kenya, Korea (Republic of), Kuwait, Malaysia, Malta, Mexico, Mozambique, Nepal, Nicaragua, Nigeria, Pakistan, Panama, Peru, Singapore, South Africa, Spain, Taiwan, Tanzania, United Republic of, The Philippines, Togo, Turkey, Uganda, Uruguay, Vietnam, Zambia",attore,,da_estrarre_con_llm,Hackers affiliated with the Lazarus Group targeted automated teller machines (ATMs) by manipulating transaction-processing software to initiate fraudulent cash-outs.,https://www.cfr.org/cyber-operations/targeting-of-automated-teller-machines-worldwide
Targeting of U.S. defense contractors,Espionage,Korea (Democratic People's Republic of),United States,attore,2018-09-06,archivio_cfr_2019,North Korean hackers used fake job postings from leading U.S. defense contractors on LinkedIn to install malicious data-gathering software when clicked.,https://www.cfr.org/cyber-operations/targeting-of-u-s-defense-contractors
Targeting of defense companies in Israel and the Middle East,Espionage,Korea (Democratic People's Republic of),Israel,attore,,da_estrarre_con_llm,Responsible for using social engineering and lofty job postings to coax employees into downloading malware that ultimately stole classified data.,https://www.cfr.org/cyber-operations/targeting-of-defense-companies-in-israel-and-the-middle-east
