titolo,categoria,sponsor_stato,paesi_vittima,ruolo,data_evento,fonte_data_evento,descrizione,link
Targeting of government employees and researchers,Espionage,Iran (Islamic Republic of),Israel,attore,,da_estrarre_con_llm,An Iranian threat actor used LinkedIn to target Israeli government officials and researchers.,https://www.cfr.org/cyber-operations/targeting-of-government-employees-and-researchers
"Targeting of organizations in Brazil, Israel, and the United Arab Emirates",Espionage,Iran (Islamic Republic of),"Brazil, Israel, United Arab Emirates",attore,,da_estrarre_con_llm,"APT 35 deployed a new backdoor, dubbed Sponsor, against organizations in Brazil, Israel, and the United Arab Emirates. APT 35 appears to have tried to gain access to a wide variety of systems, which suggests that the campaign was aimed at gathering intelligence widely, rather than attacking a specific organization.",https://www.cfr.org/cyber-operations/targeting-of-organizations-in-brazil-israel-and-the-united-arab-emirates
Targeting of nuclear security experts in phishing campaign,Espionage,Iran (Islamic Republic of),"France, Germany, United Kingdom, United States",attore,,da_estrarre_con_llm,Iranian hackers sent phishing emails purporting to be from a senior fellow at the Royal United Services Institute. The campaign’s intent appears to be to learn more about the Joint Comprehensive Plan of Action negotiations over Iran’s nuclear program.,https://www.cfr.org/cyber-operations/targeting-of-nuclear-security-experts-in-phishing-campaign
Targeting of users of Israeli shipping and logistics websites,Espionage,Iran (Islamic Republic of),Israel,attore,,da_estrarre_con_llm,"An Iranian threat actor perpetrated a watering hole attack using eight Israeli websites. The websites belonged to companies from the shipping, logistics, and financial services industries.",https://www.cfr.org/cyber-operations/targeting-of-users-of-israeli-shipping-and-logistics-websites
Targeting of PaperCut MF and NG print management servers by an Islamic Revolutionary Guard Corps–affiliated actor,Financial Theft,Iran (Islamic Republic of),United States,attore,,da_estrarre_con_llm,Charming Kitten targeted vulnerabilities in PaperCut MF and NG print management servers with ransomware.,https://www.cfr.org/cyber-operations/targeting-of-papercut-mf-and-ng-print-management-servers-by-an-islamic-revolutionary-guard-corps-affiliated-actor
Targeting of PaperCut MF and NG print management servers by a Ministry of Intelligence and Security–affiliated actor,Financial Theft,Iran (Islamic Republic of),United States,attore,,da_estrarre_con_llm,MuddyWater targeted vulnerabilities in PaperCut MF and NG print management servers with ransomware.,https://www.cfr.org/cyber-operations/targeting-of-papercut-mf-and-ng-print-management-servers-by-a-ministry-of-intelligence-and-security-affiliated-actor
Targeting of minority groups in Iran,Espionage,Iran (Islamic Republic of),Iran (Islamic Republic of),entrambi,,da_estrarre_con_llm,"The Iranian government is using BoldSpy malware to surveil minority groups in the country and monitor arms, alcohol, and drugs trafficking. The Law Enforcement Command of the Islamic Republic of Iran likely installs the malware, probably using physical access to victim devices it obtains during targets’ detention.",https://www.cfr.org/cyber-operations/targeting-of-minority-groups-in-iran
"Targeting of high-profile government, aviation, energy, telecoms and banking-sector entities in the Middle East and North Africa",Espionage,Iran (Islamic Republic of),"Armenia, Azerbaijan, Bahrain, Canada, Egypt, Israel, Jordan, Kuwait, Malaysia, Saudi Arabia, Syrian Arab Republic, Turkey, United Arab Emirates",attore,,da_estrarre_con_llm,"MuddyWater ran a phishing campaign that likely began in July 2021 against high-profile government, aviation, banking-sector, energy, and telecommunications entities in the Middle East and North Africa.",https://www.cfr.org/cyber-operations/targeting-of-high-profile-government-aviation-energy-telecoms-and-banking-sector-entities-in-the-middle-east-and-north-africa
Targeting of U.S. critical infrastructure and civil-society groups,Espionage,Iran (Islamic Republic of),United States,attore,,da_estrarre_con_llm,"Iranian state-sponsored actor Charming Kitten has been linked to attacks on the U.S. critical infrastructure from 2021 to mid-2022. Those attacks weaponized n-day vulnerabilities on a number of targets, including activists, journalists, the defense industrial base, political dissidents, and U.S. government employees.",https://www.cfr.org/cyber-operations/targeting-of-u-s-critical-infrastructure-and-civil-society-groups
"Targeting of the Technion, the Israeli Institute of Technology",Financial Theft,Iran (Islamic Republic of),Israel,attore,,da_estrarre_con_llm,"Iranian threat actor MuddyWater launched a ransomware attack against the Technion in February 2023, forcing the school to delay its final exams by several days.",https://www.cfr.org/cyber-operations/targeting-of-the-technion-the-israeli-institute-of-technology
Targeting of the Iranian government,Espionage,China,Iran (Islamic Republic of),vittima,,da_estrarre_con_llm,"Mirage, a Chinese threat actor, deployed a new backdoor, dubbed Turian, against the Iranian government in 2022. What agencies in the Iranian government were compromised, or what information Mirage found, is unclear.",https://www.cfr.org/cyber-operations/targeting-of-the-iranian-government
"Targeting of activists at Human Rights Watch, journalists, and politicians",Espionage,Iran (Islamic Republic of),Iran (Islamic Republic of),entrambi,,da_estrarre_con_llm,"Iran-affiliated threat actor Charming Kitten conducted a social-engineering and credential-phishing campaign targeting two Human Rights Watch staff members and at least eighteen other high-profile activists, journalists, researchers, academics, diplomats, and politicians working on Middle East issues in 2022.",https://www.cfr.org/cyber-operations/targeting-of-activists-at-human-rights-watch-journalists-and-politicians
Targeting of U.S. federal agency,Espionage,Iran (Islamic Republic of),United States,attore,,da_estrarre_con_llm,"Iran-affiliated group Nemesis Kitten targeted an unnamed U.S. federal agency, though suspected to be the U.S. Merit Systems Protections Board, and installed cryptocurrency-mining software into the government agency’s network.",https://www.cfr.org/cyber-operations/targeting-of-u-s-federal-agency
Targeting of Iranian citizens,Espionage,Iran (Islamic Republic of),Iran (Islamic Republic of),entrambi,,da_estrarre_con_llm,Iranian state-sponsored hacking group Prince of Persia targeted Iranian citizens for mobile surveillance by masking malware as an application that translates documents from English to Persian.,https://www.cfr.org/cyber-operations/targeting-of-iranian-citizens
Targeting of medical professionals,Espionage,Iran (Islamic Republic of),United States,attore,,da_estrarre_con_llm,"As part of a larger Iranian espionage campaign against medical professionals, TA453 targeted an individual with a spear-phishing lure to gain access to their credentials. The earlier campaign, known as BadBlood, targeted researchers in the United States and Israel, although the location of the researcher targeted in this latest attack remains unclear.",https://www.cfr.org/cyber-operations/targeting-of-medical-professionals
Targeting of nuclear security researcher,Espionage,Iran (Islamic Republic of),,attore,,da_estrarre_con_llm,An expert in nuclear security was targeted as part of an Iranian spear-phishing campaign. The threat actors conversed at length with the target via email before sending a malicious document to the researcher.,https://www.cfr.org/cyber-operations/targeting-of-nuclear-security-researcher
APT 42,Espionage,Iran (Islamic Republic of),"Australia, Bulgaria, Iran (Islamic Republic of), Israel, Italy, Malaysia, Norway, Qatar, United Kingdom, United States",entrambi,,da_estrarre_con_llm,"APT 42 has a wide variety of targets and typically aims to access the networks of organizations and individuals who oppose the Iranian regime. Some overlap also exists between APT 42 and an Iranian-sponsored ransomware actor, UNC2448.",https://www.cfr.org/cyber-operations/apt-42
Targeting of organizations in an Iranian ransomware campaign,Financial Theft,Iran (Islamic Republic of),United States,attore,,da_estrarre_con_llm,Charming Kitten launched ransomware attacks against multiple organizations.,https://www.cfr.org/cyber-operations/targeting-of-organizations-in-an-iranian-ransomware-campaign
Targeting of Israeli organizations using SysAid,Espionage,Iran (Islamic Republic of),Israel,attore,,da_estrarre_con_llm,"MuddyWater discovered a new way to utilize the Log4Shell vulnerability in attacks. The group used the Log4Shell bug in SysAid software, a commonly used IT management and help-desk tool, to access the networks of Israeli organizations.",https://www.cfr.org/cyber-operations/targeting-of-israeli-organizations-using-sysaid
Targeting of Albanian government,Data destruction,Iran (Islamic Republic of),Albania,attore,,da_estrarre_con_llm,"Iranian threat actors targeted Albanian government networks with ransomware. The attack appears to have been motivated by Albania’s hosting a conference for the People’s Mojahedin Organization of Iran, a group previously listed as a terrorist organization by the European Union (EU) and United States and dedicated to opposing the Iranian regime.",https://www.cfr.org/cyber-operations/targeting-of-albanian-government
Targeting of UN Interim Force in Lebanon (UNIFIL),Espionage,Iran (Islamic Republic of),Lebanon,attore,,da_estrarre_con_llm,The Israeli defense minister has accused Iran and Hezbollah of attempting a cyberattack against the UNIFIL to steal information about its activities within southern Lebanon.,https://www.cfr.org/cyber-operations/targeting-of-un-interim-force-in-lebanon-unifil
Targeting of Middle Eastern countries,Espionage,Iran (Islamic Republic of),,attore,,da_estrarre_con_llm,"Since the last quarter of 2020, MuddyWater has maintained a campaign targeting countries in the Middle East. Samples of attacks were gathered from November 2020 to January 2022, but given the more recent samples found, this campaign could be currently active.",https://www.cfr.org/cyber-operations/targeting-of-middle-eastern-countries
Targeting of high-level U.S. and Israeli officials,Espionage,Iran (Islamic Republic of),,attore,,da_estrarre_con_llm,"Lyceum, an Iranian threat actor, used a newly developed and customized .NET-based malware that targeted government officials across the Middle East.",https://www.cfr.org/cyber-operations/targeting-of-high-level-u-s-and-israeli-officials
Targeting of Boston Children’s Hospital,Financial Theft,Iran (Islamic Republic of),United States,attore,,da_estrarre_con_llm,Iranian government-backed hackers are believed to have launched a ransomware attack against the Boston Children’s Hospital in the summer of 2021. The attack was foiled after a partner country shared intelligence with the FBI.,https://www.cfr.org/cyber-operations/targeting-of-boston-childrens-hospital
Targeting of Jordanian government,Espionage,Iran (Islamic Republic of),Jordan,attore,,da_estrarre_con_llm,"Iranian threat actor APT 34 targeted Jordanian officials with the novel backdoor Saitama, which abuses the domain name system (DNS) protocol for command and control communications. Masquerading as the Government of Jordan, APT 34 sent an email via Microsoft Outlook with a malicious Excel document that contained the Saitama backdoor to other officials in the […]",https://www.cfr.org/cyber-operations/targeting-of-jordanian-government
Targeting   of entities   in Turkey   and the   Arabian   Peninsula,Espionage,Iran (Islamic Republic of),"Saudi Arabia, Turkey",attore,,da_estrarre_con_llm,"MuddyWater conducted a campaign targeting entities in Turkey and the Arabian Peninsula with malicious files used to deliver a remote access Trojan called SloughRAT to victim’s computers. These attacks, though distinct, are related to the January 2022 MuddyWater campaign targeting the Turkish government, leading experts to conclude that this Iranian APT is comprised of multiple teams operating independently.",https://www.cfr.org/cyber-operations/targeting-of-entities-in-turkey-and-the-arabian-peninsula
Targeting of VMWare Horizon servers with Log4Shell vulnerability,Espionage,Iran (Islamic Republic of),,attore,,da_estrarre_con_llm,"The Iranian threat actor APT 35 leveraged the Log4Shell vulnerability to run malicious PowerShell commands, deploy backdoors, steal credentials, and move laterally through systems.",https://www.cfr.org/cyber-operations/targeting-of-vmware-horizon-servers-with-log4shell-vulnerability
Targeting of Turkish government organizations,Espionage,Iran (Islamic Republic of),Turkey,attore,,da_estrarre_con_llm,The Iranian threat actor MuddyWater sent malicious PDFs and Microsoft Office documents posing as the Turkish Health and Interior Ministries. The campaign targeted government entities including the Scientific and Technological Research Council of Turkey (TUBITAK).,https://www.cfr.org/cyber-operations/targeting-of-turkish-government-organizations
Targeting of Israeli companies and government agencies,Espionage,Iran (Islamic Republic of),Israel,attore,,da_estrarre_con_llm,An Iranian-linked threat actor was detected exploiting a new vulnerability in the open-source Log4j software to attack at least seven Israeli companies and government agencies.,https://www.cfr.org/cyber-operations/targeting-of-israeli-companies-and-government-agencies
Targeting of Asian airline,Espionage,Iran (Islamic Republic of),,attore,,da_estrarre_con_llm,"An Iranian threat actor was found using a backdoor against an Asian airline in the summer of 2021. The attackers used Slack as the command and control hub for the backdoor they had inserted, the first observation of the use of the workplace messaging application in such a way by a state-sponsored actor.",https://www.cfr.org/cyber-operations/targeting-of-asian-airline
Targeting of telecommunication companies in Asia and the Middle East,Espionage,Iran (Islamic Republic of),"Israel, Jordan, Kuwait, Lao People's Democratic Republic, Pakistan, Saudi Arabia, Thailand, United Arab Emirates",attore,,da_estrarre_con_llm,"Iran launched an espionage campaign directed against telecommunication companies throughout Asia and the Middle East. The attacks could have been aimed at inserting malware into the supply chain, although the exact purpose is unclear.",https://www.cfr.org/cyber-operations/targeting-of-telecommunication-companies-in-asia-and-the-middle-east
Emennet Pasargad,Espionage,Iran (Islamic Republic of),United States,attore,,da_estrarre_con_llm,An Iranian company hired by the Iranian government to interfere in U.S. elections. Emennet Pasargad has attacked voting-related websites and news outlets and distributed misinformation designed to undermine confidence in the U.S. electoral system.,https://www.cfr.org/cyber-operations/emennet-pasargad
Targeting of U.S. newspaper chain,Espionage,Iran (Islamic Republic of),United States,attore,,da_estrarre_con_llm,Iranian hackers are accused of compromising a major U.S. newspaper before the 2020 election.,https://www.cfr.org/cyber-operations/targeting-of-u-s-newspaper-chain
Targeting of U.S. and Australian critical infrastructure,Financial Theft,Iran (Islamic Republic of),"Australia, United States",attore,,da_estrarre_con_llm,"Iranian hackers have been penetrating networks in both the United States and Australia with ransomware, either to disrupt critical infrastructure or turn a profit.",https://www.cfr.org/cyber-operations/targeting-of-u-s-and-australian-critical-infrastructure
MalKamak,Espionage,Iran (Islamic Republic of),,attore,,da_estrarre_con_llm,MalKamak was first discovered conducting a long-term espionage campaign against aerospace and telecommunication companies using Dropbox servers to stealthily exfiltrate data.,https://www.cfr.org/cyber-operations/malkamak
"Targeting of major aerospace companies in the United States, Russia, Europe, and the Middle East",,Iran (Islamic Republic of),"Russian Federation, United States",attore,,da_estrarre_con_llm,An Iranian-linked threat actor dubbed MalKamak used a remote access Trojan (RAT) known as ShellClient to target aerospace and telecommunication companies. The RAT employed had been in development since at least 2018 and piggybacked off of Dropbox servers.,https://www.cfr.org/cyber-operations/targeting-of-major-aerospace-companies-in-the-united-states-russia-europe-and-the-middle-east
Targeting of Israeli software supply chain,Espionage,Iran (Islamic Republic of),Israel,attore,,da_estrarre_con_llm,"An Iranian threat actor is believed to be responsible for using fake job offers to gain access to the email systems of major Israeli software companies. After gaining access to a system, the threat actor would install a backdoor to gain further information from the company’s system or to launch phishing attacks.",https://www.cfr.org/cyber-operations/targeting-of-israeli-software-supply-chain
Siamesekitten,Espionage,Iran (Islamic Republic of),Israel,attore,,da_estrarre_con_llm,Siamesekitten was first detected using fake job postings and applications to phish software engineers in Israel. The attacker’s goal appeared to be to escalate access once it had compromised the initial networks and to launch phishing attacks against other individuals and organizations. The malware toolkit used in Siamesekitten’s attacks is geared towards reconnaissance.,https://www.cfr.org/cyber-operations/siamesekitten
Targeting of Iranian reformists,Espionage,Iran (Islamic Republic of),Iran (Islamic Republic of),entrambi,,da_estrarre_con_llm,"Iranian-linked threat actor Charming Kitten deployed Android malware and WhatsApp exploits to spy on reformist politicians within the country. The Android malware, known as LittleLooter, was especially sophisticated and was able to record almost all actions taken on a compromised device.",https://www.cfr.org/cyber-operations/targeting-of-iranian-reformists
Targeting of U.S. defense industry using Facebook,Espionage,Iran (Islamic Republic of),"United Kingdom, United States",attore,,da_estrarre_con_llm,Iran was accused of attempting to break into the personal accounts of over two hundred senior defense personnel in the United States and United Kingdom. The individuals were targeted in phishing attacks.,https://www.cfr.org/cyber-operations/targeting-of-u-s-defense-industry-using-facebook
Targeting of academics focusing on the Middle East,Espionage,Iran (Islamic Republic of),United Kingdom,attore,,da_estrarre_con_llm,Charming Kitten was found using spear-phishing attacks against UK experts who study the Middle East. The attacks involved impersonating scholars from the University of London’s School of Oriental and African Studies and prompted the victims to either turn over sensitive information or download malware onto their systems.,https://www.cfr.org/cyber-operations/targeting-of-academics-focusing-on-the-middle-east
Targeting of Lebanese job seekers,Espionage,Iran (Islamic Republic of),Lebanon,attore,,da_estrarre_con_llm,Lebanese job seekers were sent a compromised pdf document claiming to be an offer from an American IT firm. The exact targets of this phishing campaign remain unclear.,https://www.cfr.org/cyber-operations/targeting-of-lebanese-job-seekers
Targeting of U.S. and Israeli medical researchers,Espionage,Iran (Islamic Republic of),"Israel, United States",attore,,da_estrarre_con_llm,The Iranian threat actor Charming Kitten targeted medical researchers in the United States and Israel with spear-phishing techniques. The threat actor used a malicious Gmail account masquerading as a prominent Israeli physicist to trick targets into downloading malware.,https://www.cfr.org/cyber-operations/targeting-of-u-s-and-israeli-medical-researchers
Targeting of Middle Eastern and Azerbaijani organizations,Espionage,Iran (Islamic Republic of),Azerbaijan,attore,,da_estrarre_con_llm,Iran-linked hackers used spear-phishing emails to distribute malware to organizations in the Middle East and Azerbaijan.,https://www.cfr.org/cyber-operations/targeting-of-middle-eastern-and-azerbaijani-organizations
Targeting of Dutch data center,Espionage,Iran (Islamic Republic of),"Germany, India, Netherlands, Sweden",attore,,da_estrarre_con_llm,Iranian-backed hackers compromised a server in a Dutch data center to spy on Iranian dissidents.,https://www.cfr.org/cyber-operations/targeting-of-dutch-data-center
Targeting of United Arab Emirates government employees,Espionage,Iran (Islamic Republic of),"Kuwait, United Arab Emirates",attore,,da_estrarre_con_llm,Iranian threat actor Static Kitten used malicious executables and URLs that impersonated Kuwait’s Ministry of Foreign Affairs to install remote management tool ScreenConnect onto Emirati government computers. The primary objective of the campaign was likely data theft.,https://www.cfr.org/cyber-operations/targeting-of-united-arab-emirates-government-employees
Domestic Kitten,Espionage,Iran (Islamic Republic of),Iran (Islamic Republic of),entrambi,,da_estrarre_con_llm,Iranian APT believed to be primarily involved in domestic surveillance.,https://www.cfr.org/cyber-operations/domestic-kitten
Targeting of domestic citizens in Iran,Espionage,Iran (Islamic Republic of),Iran (Islamic Republic of),entrambi,,da_estrarre_con_llm,"Iranian APT Domestic Kitten used spyware FurBall to surveil domestic citizens and anyone considered a threat to Tehran. Campaigns have been ongoing since 2017, with the latest launched in November 2020.",https://www.cfr.org/cyber-operations/targeting-of-domestic-citizens-in-iran
Targeting of Think20 Summit and Munich Security Conference attendees,Espionage,Iran (Islamic Republic of),,attore,,da_estrarre_con_llm,"Iranian hackers posing as conference organizers sent fraudulent invitations linking to credential-harvesting pages to government officials, policy experts, and academics expected to attend the Think20 Summit and the Munich Security Conference.",https://www.cfr.org/cyber-operations/targeting-of-think20-summit-and-munich-security-conference-attendees
Targeting of Israeli organizations with ransomware,Espionage,Iran (Islamic Republic of),Israel,attore,,da_estrarre_con_llm,"Iranian hackers used the PowGoop downloader, delivered through phishing emails, and publicly known Microsoft Exchange server vulnerabilities to deliver Thanos ransomware.",https://www.cfr.org/cyber-operations/targeting-of-israeli-organizations-with-ransomware
"Targeting of universities in the United States, Canada, Denmark, the Netherlands, Singapore, Sweden, and the United Kingdom",Espionage,Iran (Islamic Republic of),,attore,,da_estrarre_con_llm,Iranian hackers attempted to steal intellectual property and research documents using phishing emails and websites to obtain student and staff credentials.,https://www.cfr.org/cyber-operations/targeting-of-universities-in-the-united-states-canada-denmark-the-netherlands-singapore-sweden-and-the-united-kingdom
Targeting of network technology providers and organizations working with refugees in the Middle East,Espionage,Iran (Islamic Republic of),,attore,,da_estrarre_con_llm,Iranian hacking group MuddyWater exploited known Zerologon vulnerabilities to compromise servers used by organizations working with refugees in the Middle East.,https://www.cfr.org/cyber-operations/targeting-of-network-technology-providers-and-organizations-working-with-refugees-in-the-middle-east
Targeting of Iranian expats and dissidents,Espionage,Iran (Islamic Republic of),Iran (Islamic Republic of),entrambi,,da_estrarre_con_llm,"Iranian hackers stole personal documents and two-factor authentication codes from SMS messages, recorded phones’ surroundings, and used Telegram phishing accounts to target Iranian expats and dissidents.",https://www.cfr.org/cyber-operations/targeting-of-iranian-expats-and-dissidents
"Targeting of U.S. information technology, government, health-care, finance, and media industries",,Iran (Islamic Republic of),United States,attore,,da_estrarre_con_llm,Iranian hackers scanned U.S. government and private networks for virtual private network (VPN) and cloud computing vulnerabilities with the aim of exfiltrating data.,https://www.cfr.org/cyber-operations/targeting-of-u-s-information-technology-government-health-care-finance-and-media-industries
Targeting of the Donald J. Trump presidential campaign,Espionage,Iran (Islamic Republic of),United States,attore,,da_estrarre_con_llm,Iranian hackers attempted to log into accounts associated with the Trump administration and campaign staff.,https://www.cfr.org/cyber-operations/targeting-of-the-donald-j-trump-presidential-campaign
Pioneer Kitten,Espionage,Iran (Islamic Republic of),"Iran (Islamic Republic of), Israel",entrambi,,da_estrarre_con_llm,"Responsible for gathering sensitive and private information relevant to Iran. In addition to stalking Iranian expats and dissidents, Pioneer Kitten has targeted North American and Israeli technology, government, defense, and healthcare organizations. Pioneer Kitten is unlikely to be an official part of the Iranian government, and is more likely contracted to act on its behalf.",https://www.cfr.org/cyber-operations/pioneer-kitten
Targeting of U.S. companies and government agencies,Espionage,Iran (Islamic Republic of),United States,attore,,da_estrarre_con_llm,"Iranian hackers attacked high-end networking equipment with recently reported vulnerabilities that had not yet been patched, providing a “beachhead” for peer hacking groups.",https://www.cfr.org/cyber-operations/targeting-of-u-s-companies-and-government-agencies
Targeting of Israeli water management facilities,Sabotage,Iran (Islamic Republic of),Israel,attore,,da_estrarre_con_llm,Hackers targeted two water pumps in Galilee and Mateh Yehuda. No real-world effects were reported as a result of the hacking operation. Israel’s government stated that no data had been stolen.,https://www.cfr.org/cyber-operations/targeting-of-israeli-water-management-facilities
Targeting of air transportation and government agencies in Kuwait and Saudi Arabia,,Iran (Islamic Republic of),"Kuwait, Saudi Arabia",attore,,da_estrarre_con_llm,"Dating back to 2018, hackers conducted espionage campaigns against air transportation and government agencies in Kuwait and Saudi Arabia.",https://www.cfr.org/cyber-operations/targeting-of-air-transportation-and-government-agencies-in-kuwait-and-saudi-arabia
Disruption of operations at Shahid Rajaee Port,Sabotage,Israel,Iran (Islamic Republic of),vittima,,da_estrarre_con_llm,"Israel retaliated against Iran for targeting of Israeli water treatment and sewage facilities by launching a cyberattack against Iran’s Shahid Rajaee Port, disrupting its operations.",https://www.cfr.org/cyber-operations/disruption-of-operations-at-shahid-rajaee-port
Targeting of South Asia telecommunication providers,Espionage,Iran (Islamic Republic of),,attore,,da_estrarre_con_llm,The Greenbug group used off-the-shelf tools and living-off-the-land techniques to gain access to South Asian telecommunication providers’ database servers.,https://www.cfr.org/cyber-operations/targeting-of-south-asia-telecommunication-providers
Attack on Israeli water utilities,Sabotage,Iran (Islamic Republic of),Israel,attore,,da_estrarre_con_llm,"Iranian hackers sought to cripple computers that control water flow and wastewater treatment for two rural districts in Israel. Israeli officials reported that the attack was quickly detected and defeated, preventing harm to water supplies.",https://www.cfr.org/cyber-operations/attack-on-israeli-water-utilities
Distribution of malware through Google Play store,Espionage,Vietnam,"Algeria, Bangladesh, India, Indonesia, Iran (Islamic Republic of), Malaysia, Myanmar, Nepal, South Africa, Vietnam",vittima,,da_estrarre_con_llm,The Vietnam-linked threat group uploaded malware-infected apps to the Google Play store to trick users into downloading them onto their phones.,https://www.cfr.org/cyber-operations/distribution-of-malware-through-google-play-store
Targeting of World Health Organization (WHO) Staff Emails,Espionage,Iran (Islamic Republic of),Switzerland,attore,,da_estrarre_con_llm,"Hackers sent phishing emails masquerading as Google web services to WHO employees, attempting to gain access to internal information.",https://www.cfr.org/cyber-operations/targeting-of-world-health-organization-who-staff-emails
"Targeting of companies in the United States, Israel, Saudi Arabia, and elsewhere",Espionage,Iran (Islamic Republic of),"Israel, Saudi Arabia, United States",attore,,da_estrarre_con_llm,"The Iranian threat actors targeted dozens of companies in the United States, Israel, Saudi Arabia, and elsewhere. They exploited VPNs for initial access and breached additional companies via supply chain attacks.",https://www.cfr.org/cyber-operations/targeting-of-companies-in-the-united-states-israel-saudi-arabia-and-elsewhere
Fox Kitten,Espionage,Iran (Islamic Republic of),United States,attore,,da_estrarre_con_llm,Responsible for targeting unpatched network equipment belonging to U.S. government agencies and private companies.,https://www.cfr.org/cyber-operations/fox-kitten
Targeting of U.S. government employees,Espionage,Iran (Islamic Republic of),United States,attore,,da_estrarre_con_llm,"The Iranian state-backed hackers sent out sophisticated spear-phishing lures imitating Westat, a research services company, in hopes of compromising U.S. government employees and networks. They could have also intended to compromise actual Westat employees.",https://www.cfr.org/cyber-operations/targeting-of-u-s-government-employees
Impersonation of journalists to compromise public figures,Espionage,Iran (Islamic Republic of),"Germany, Israel, Saudi Arabia, United Kingdom, United States",attore,,da_estrarre_con_llm,The Iranian state-backed threat actor Charming Kitten impersonated prominent journalists and sent targets fake interview requests in order to steal their credentials and send them malware.,https://www.cfr.org/cyber-operations/impersonation-of-journalists-to-compromise-public-figures
