titolo,categoria,sponsor_stato,paesi_vittima,ruolo,data_evento,fonte_data_evento,descrizione,link
Targeting of experts in North Korea policy issues,Espionage,Korea (Democratic People's Republic of),"Korea (Republic of), United States",vittima,,da_estrarre_con_llm,"In a recent phishing campaign, North Korean threat actor Kimsuky posed as media outlets and think tanks and requested interviews or information about North Korea. The emails contained malicious links redirecting to fake login pages that harvested user credentials.",https://www.cfr.org/cyber-operations/targeting-of-experts-in-north-korea-policy-issues
Targeting of users of Kakao,Espionage,Korea (Democratic People's Republic of),Korea (Republic of),vittima,,da_estrarre_con_llm,"Kimsuky, a North Korean threat actor, ran a phishing campaign that distributed fake login pages for the popular South Korean messaging app Kakao. Kimsuky likely aimed to steal victims’ passwords; whether the campaign specifically targeted any users is unclear.",https://www.cfr.org/cyber-operations/targeting-of-users-of-kakao
"Targeting of South Korean diplomats, professors, and researchers",Espionage,Korea (Democratic People's Republic of),Korea (Republic of),vittima,,da_estrarre_con_llm,Kimsuky was found launching spear-phishing attacks against numerous current and former South Korean diplomats and prominent foreign policy academics in South Korea.,https://www.cfr.org/cyber-operations/targeting-of-south-korean-diplomats-professors-and-researchers
Targeting of South Korea with multiple spear-phishing campaigns,Espionage,Korea (Democratic People's Republic of),Korea (Republic of),vittima,,da_estrarre_con_llm,"A North Korean threat actor targeted South Korean government agencies, think tanks, and companies in the defense, education, energy, and medical-care sectors using spear- phishing campaigns to extract confidential information.",https://www.cfr.org/cyber-operations/targeting-of-south-korea-with-multiple-spear-phishing-campaigns
Red Menshen,Espionage,China,"Hong Kong, India, Korea (Republic of), Myanmar, Turkey, United States, Vietnam",vittima,,da_estrarre_con_llm,"A Chinese threat actor believed to have used a custom backdoor to target telecommunications providers and entities in the government, education, and logistics sectors in the United States, Hong Kong, India, Myanmar, South Korea, Turkey, and Vietnam.",https://www.cfr.org/cyber-operations/red-menshen
"Targeting of telecommunications providers across the United States, Asia, and the Middle East",Espionage,China,"Hong Kong, India, Korea (Republic of), Myanmar, Turkey, United States, Vietnam",vittima,,da_estrarre_con_llm,"Chinese threat actor Red Menshen used a custom backdoor dubbed BPFDoor to target telecommunications providers, government systems, postal and logistic systems, and others in the United States, Hong Kong, India, Myanmar, South Korea, Turkey, and Vietnam. Red Menshen moved laterally across Windows systems, sending commands via a virtual private server that were administered by compromised […]",https://www.cfr.org/cyber-operations/targeting-of-telecommunications-providers-across-the-united-states-asia-and-the-middle-east
"Targeting of technology and manufacturing companies in Asia, Europe, and North America",Espionage,China,"Germany, Japan, Korea (Republic of), United States",vittima,,da_estrarre_con_llm,"Chinese APT Winnti Umbrella targeted technology and manufacturing companies across Asia, Europe, and North America in a sophisticated cyber espionage campaign that began in 2019. Winnti used a novel strain of malware to exfiltrate the victims’ intellectual property, including documents, blueprints, diagrams, formulas, and manufacturing-related proprietary data.",https://www.cfr.org/cyber-operations/targeting-of-technology-and-manufacturing-companies-in-asia-europe-and-north-america
Targeting of journalists reporting on North Korea,Espionage,Korea (Democratic People's Republic of),Korea (Republic of),vittima,,da_estrarre_con_llm,"North Korea–linked threat actor APT 37 targeted journalists with novel Goldbackdoor malware. APT 37 initially used RokRat malware to hack the email account of a former director at South Korea’s National Intelligence Service. The hackers then impersonated the official and targeted South Korean journalists, sending emails laced with Goldbackdoor malware. The malware can be used […]",https://www.cfr.org/cyber-operations/targeting-of-journalists-reporting-on-north-korea
Targeting of cryptocurrency company employees,Financial Theft,Korea (Democratic People's Republic of),"Japan, Korea (Republic of), United States",vittima,,da_estrarre_con_llm,"North Korean hackers targeted cryptocurrency company employees in a phishing campaign to access systems and make fraudulent trades. Lazarus sent mass emails with job offers embedded with malicious links. When victims clicked, their devices downloaded TraderTraitor malware, which enabled the hackers to execute commands and infiltrate company networks to make fraudulent blockchain transactions.",https://www.cfr.org/cyber-operations/targeting-of-cryptocurrency-company-employees
Targeting of South Korean chemical sector organizations,Espionage,Korea (Democratic People's Republic of),Korea (Republic of),vittima,,da_estrarre_con_llm,"In an extension of its Operation Dream Job campaign, North Korea’s Lazarus Group targeted individuals working at chemical sector organizations in South Korea. Lazarus used fake job-themed lures to bait victims into opening a malicious link and downloading malware used for cyber espionage.",https://www.cfr.org/cyber-operations/targeting-of-south-korean-chemical-sector-organizations
Targeting of the International Atomic Energy Agency and South Korean defense contractor,Espionage,Korea (Democratic People's Republic of),"Austria, Korea (Republic of)",vittima,,da_estrarre_con_llm,The North Korean threat actor Kimsuky used spear-phishing techniques to masquerade as websites and applications to get victims to input their credentials. The victims included a security officer at the International Atomic Energy Agency.,https://www.cfr.org/cyber-operations/targeting-of-the-international-atomic-energy-agency-and-south-korean-defense-contractor
Targeting of South Korean company recruiters,Espionage,Korea (Democratic People's Republic of),Korea (Republic of),vittima,,da_estrarre_con_llm,Hackers from the North Korean Lazarus Group sent malware disguised as job openings at Samsung to engineers. These attacks followed a methodology similar to that of a July 2021 Lazarus Group campaign against engineering firms in South Korea.,https://www.cfr.org/cyber-operations/targeting-of-south-korean-company-recruiters
Targeting of North Korean defectors and South Korean journalists,Espionage,,Korea (Republic of),vittima,,da_estrarre_con_llm,North Korea conducted a spear-phishing campaign against North Korean defectors and South Korean journalists.,https://www.cfr.org/cyber-operations/targeting-of-north-korean-defectors-and-south-korean-journalists
Targeting of South Korean think tank,Espionage,Korea (Democratic People's Republic of),"Korea (Republic of), Latvia",vittima,,da_estrarre_con_llm,"Using an unusual route to gain access to civil society and government groups, North Korean hackers accessed the servers of a South Korean think tank by compromising a Latvian company providing third-party services.",https://www.cfr.org/cyber-operations/targeting-of-south-korean-think-tank
Targeting of manufacturing groups across Asia,Espionage,Pakistan,"Korea (Republic of), Taiwan",vittima,,da_estrarre_con_llm,"The Pakistani-linked APT Aggah launched a spear-phishing campaign in early 2021 that targeted manufacturing firms in Taiwan and South Korea, as well as other countries.",https://www.cfr.org/cyber-operations/targeting-of-manufacturing-groups-across-asia
Targeting of South Korean nuclear research center,Espionage,Korea (Democratic People's Republic of),Korea (Republic of),vittima,,da_estrarre_con_llm,"South Korea’s nuclear research center detected an intrusion into its systems in the middle of May 2021, but was able to remove the malicious code from its VPN before it could be executed.",https://www.cfr.org/cyber-operations/targeting-of-south-korean-nuclear-research-center
Targeting of South Korean companies with ransomware,Espionage,Korea (Democratic People's Republic of),Korea (Republic of),vittima,,da_estrarre_con_llm,North Korean hackers launched ransomware attacks on South Korean businesses. The malware used is an old incarnation of Lazarus Group’s espionage tools with added ransomware functionality.,https://www.cfr.org/cyber-operations/targeting-of-south-korean-companies-with-ransomware
Targeting of South Korean government,Espionage,Korea (Democratic People's Republic of),Korea (Republic of),vittima,,da_estrarre_con_llm,"The South Korean government was targeted in a wide-ranging attack by North Korean threat actors. The attacks installed the AppleSeed backdoor, which was used to exfiltrate information.",https://www.cfr.org/cyber-operations/targeting-of-south-korean-government
Targeting of South Korean supply chains using stolen security certificates,Espionage,Korea (Democratic People's Republic of),Korea (Republic of),vittima,,da_estrarre_con_llm,"The North Korean threat actor Lazarus Group targeted South Korean users of WIZVERA VeraPort software, commonly used by South Korean banking and government websites, by compromising websites with VeraPort support. Using stolen security certificates, hackers installed malware onto victims’ devices when they visited the compromised websites.",https://www.cfr.org/cyber-operations/targeting-of-south-korean-supply-chains-using-stolen-security-certificates
Zinc,Espionage,Korea (Democratic People's Republic of),"Canada, France, India, Korea (Republic of), United States",vittima,,da_estrarre_con_llm,Hackers posing as recruiters in spear-phishing emails to steal credentials belonging to individuals involved in vaccine development.,https://www.cfr.org/cyber-operations/zinc
Cerium,Espionage,Korea (Democratic People's Republic of),"Canada, France, India, Korea (Republic of), United States",vittima,,da_estrarre_con_llm,Hackers posing as World Health Organization officials in spear-phishing emails to steal credentials belonging to individuals involved in vaccine development.,https://www.cfr.org/cyber-operations/cerium
Targeting of automated teller machines worldwide,Financial Theft,Korea (Democratic People's Republic of),"Argentina, Bangladesh, Bosnia and Herzegovina, Brazil, Bulgaria, Chile, Costa Rica, Ecuador, Ghana, India, Indonesia, Japan, Jordan, Kenya, Korea (Republic of), Kuwait, Malaysia, Malta, Mexico, Mozambique, Nepal, Nicaragua, Nigeria, Pakistan, Panama, Peru, Singapore, South Africa, Spain, Taiwan, Tanzania, United Republic of, The Philippines, Togo, Turkey, Uganda, Uruguay, Vietnam, Zambia",vittima,,da_estrarre_con_llm,Hackers affiliated with the Lazarus Group targeted automated teller machines (ATMs) by manipulating transaction-processing software to initiate fraudulent cash-outs.,https://www.cfr.org/cyber-operations/targeting-of-automated-teller-machines-worldwide
Targeting of Asian videogame companies,Espionage,China,"Korea (Republic of), Taiwan",vittima,,da_estrarre_con_llm,Hackers leveraged a backdoor to compromise Taiwanese and South Korean video game companies’ systems.,https://www.cfr.org/cyber-operations/targeting-of-asian-videogame-companies
Targeting of North Koreans and North Korea–focused professionals,Espionage,Korea (Republic of),Korea (Democratic People's Republic of),attore,,da_estrarre_con_llm,"DarkHotel, a South Korea–linked threat actor, used five zero-days in a single campaign targeting North Koreans, demonstrating an unusual level of sophistication.",https://www.cfr.org/cyber-operations/targeting-of-north-koreans-and-north-korea-focused-professionals
Targeting of the World Health Organization,Espionage,Korea (Republic of),,attore,,da_estrarre_con_llm,"DarkHotel, an advanced actor possibly associated with the South Korean government, attempted to phish World Health Organization employees.",https://www.cfr.org/cyber-operations/targeting-of-the-world-health-organization
"Targeting of Japan, Russia, and South Korean entities",Espionage,China,"Japan, Korea (Republic of), Russian Federation",vittima,,da_estrarre_con_llm,"The Chinese government–aligned APT Tonto Team used Bisonal malware for over ten years in various campaigns against entities in Japan, Russia, and South Korea.",https://www.cfr.org/cyber-operations/targeting-of-japan-russia-and-south-korean-entities
Tonto Team,,China,"Japan, Korea (Republic of), Russian Federation",vittima,,da_estrarre_con_llm,"Chinese government-aligned APT that used Bisonal malware for over ten years in various campaigns against entities in Japan, Russia, and South Korea.",https://www.cfr.org/cyber-operations/tonto-team
Targeting of South Korean macOS users,Espionage,Korea (Democratic People's Republic of),Korea (Republic of),vittima,,da_estrarre_con_llm,The North Korean threat actor Lazarus Group targeted South Korean macOS users with a new malware variant.,https://www.cfr.org/cyber-operations/targeting-of-south-korean-macos-users
Global hijacking of domain name system (DNS),Espionage,Iran (Islamic Republic of),"Canada, Korea (Republic of), Lebanon, United Arab Emirates, United States",vittima,2019-01-09,archivio_cfr_2019,An unknown actor with a connection to Iran hijacked DNS records to target the traffic of governments and telecommunications organizations around the world.,https://www.cfr.org/cyber-operations/global-hijacking-of-domain-name-system-dns
Compromise of South Korean resettlement agency,Doxing,Korea (Democratic People's Republic of),Korea (Republic of),vittima,2018-12-28,archivio_cfr_2019,The personal information of nearly one thousand North Koreans who defected to South Korea was leaked after unknown hackers gained access to the database of South Korea’s resettlement agency.,https://www.cfr.org/cyber-operations/compromise-of-south-korean-resettlement-agency
APT 39,,Iran (Islamic Republic of),"Australia, Egypt, Iraq, Korea (Republic of), Norway, Saudi Arabia, Spain, Turkey",vittima,2018-12-12,archivio_cfr_2019,"This threat actor, operating since November 2014, focuses on the Middle East. It mainly targets the telecommunications industry, and also targets the travel industry and supporting IT firms, and the high-tech industry.",https://www.cfr.org/cyber-operations/apt-39
Targeting of South Korean actors prior to meeting of Donald J. Trump and Kim Jong-un,Espionage,"China, Russian Federation",Korea (Republic of),vittima,2018-06-05,archivio_cfr_2019,"Two separate threat actors targeted South Korean government organizations prior to the meeting between U.S. President Donald J. Trump and North Korean leader Kim Jong-un, for the purpose of espionage.",https://www.cfr.org/cyber-operations/targeting-of-south-korean-actors-prior-to-meeting-of-donald-j-trump-and-kim-jong-un
Targeting of North Korean defectors and journalists,Espionage,Korea (Democratic People's Republic of),Korea (Republic of),vittima,2018-05-15,archivio_cfr_2019,"A threat actor targets North Korean defectors and journalists with an interest in North Korea by compromising their Android devices, for espionage.",https://www.cfr.org/cyber-operations/targeting-of-north-korean-defectors-and-journalists
Winnti Umbrella,Espionage,China,"China, Hong Kong, Japan, Korea (Republic of), United Kingdom, United States",vittima,2018-05-03,archivio_cfr_2019,"This threat actor targets software companies and political organizations in the United States, China, Japan, and South Korea. It primarily acts to support cyber operations conducted by other threat actors affiliated with Chinese intelligence services.",https://www.cfr.org/cyber-operations/winnti-umbrella
Operation Parliament,Espionage,,"Afghanistan, Canada, Chile, Denmark, Djibouti, Egypt, Germany, India, Iran (Islamic Republic of), Iraq, Israel, Jordan, Korea (Republic of), Kuwait, Lebanon, Morocco, Oman, Palestine, State of, Qatar, Russian Federation, Saudi Arabia, Serbia, Somalia, Syrian Arab Republic, United Arab Emirates, United Kingdom, United States",vittima,2018-04-12,archivio_cfr_2019,"This threat actor uses spear-phishing techniques to target parliaments, government ministries, academics, and media organizations, primarily in the Middle East, for the purpose of espionage.",https://www.cfr.org/cyber-operations/operation-parliament
Indictment of officials from the Mabna Institute,Espionage,Iran (Islamic Republic of),"Australia, Canada, Denmark, Finland, Germany, Ireland, Israel, Italy, Japan, Korea (Republic of), Malaysia, Netherlands, Norway, Poland, Singapore, Spain, Sweden, Switzerland, Turkey, United Kingdom, United States",vittima,2018-03-28,archivio_cfr_2019,"The U.S. Department of Justice indicted nine officials from the Mabna Insititute, an Iranian company alleged to have conducted state-sponsored cyber operations on behalf of the Iranian Revolutionary Guards. They are alleged to have compromised the networks of over 144 U.S. universities, 176 universities in over twenty-one other countries, as well as private sector, government, […]",https://www.cfr.org/cyber-operations/indictment-of-officials-from-the-mabna-institute
APT 37,,Korea (Democratic People's Republic of),"Japan, Korea (Republic of), Vietnam",vittima,2018-02-20,archivio_cfr_2019,"This threat actor uses social engineering techniques to target companies in the chemicals, electronics, manufacturing, aerospace, automotive, and health-care sectors, as well as the South Korean government.",https://www.cfr.org/cyber-operations/apt-37
Compromise of computer networks associated with the 2018 Pyeongchang Winter Olympics,Sabotage,Russian Federation,Korea (Republic of),vittima,2018-02-12,archivio_cfr_2019,"A threat actor, using a tool called Olympic Destroyer, successfully disrupted computer networks associated with the 2018 Winter Olympics in Pyeongchang, South Korea, before the opening ceremony. Among other things, the incident crashed the Wi-Fi network in the Olympic stadium and the press center.",https://www.cfr.org/cyber-operations/compromise-of-computer-networks-associated-with-the-2018-pyeongchang-winter-olympics
Iron Tiger,Espionage,,"Australia, Canada, China, India, Iran (Islamic Republic of), Israel, Japan, Korea (Republic of), Russian Federation, Taiwan, Thailand, United States",vittima,2018-02-01,archivio_cfr_2019,"This threat actor targets governments as well as technology, education, and telecommunications companies primarily in Asia and the United States, for the purpose of espionage.",https://www.cfr.org/cyber-operations/iron-tiger
Tick,Espionage,China,"China, Japan, Korea (Republic of), Russian Federation",vittima,,da_estrarre_con_llm,"Japan announced a formal link between the threat actor Tick and Chinese intelligence, saying that it was responsible for a series of attacks in Japan. Tick has been active since at least 2008 and has primarily targeted Japan and South Korea. This threat actor targets organizations in the finance, defense, aerospace, technology, health-care, and automotive […]",https://www.cfr.org/cyber-operations/tick
APT 33,Espionage,Iran (Islamic Republic of),"Korea (Republic of), Saudi Arabia, United States",vittima,2017-09-20,archivio_cfr_2019,"This threat actor is an Iranian state-sponsored APT that targets private-sector entities in the aviation, energy, and petrochemical sectors for the purpose of espionage. It first became active in late 2015 or early 2016, and has been involved in a three-year campaign against multiple firms in the United States and Saudi Arabia. On December 19, […]",https://www.cfr.org/cyber-operations/apt-33
Compromise of cryptocurrency exchanges in South Korea,Financial Theft,Korea (Democratic People's Republic of),Korea (Republic of),vittima,2017-09-11,archivio_cfr_2019,A threat actor targeted cryptocurrency exchanges in South Korea for the purpose of raising money.,https://www.cfr.org/cyber-operations/compromise-of-cryptocurrency-exchanges-in-south-korea
WhiteBear,Espionage,Russian Federation,"Korea (Republic of), United Kingdom, United States, Uzbekistan",vittima,2017-08-30,archivio_cfr_2019,This threat actor targets defense contractors and diplomatic institutions for the purpose of espionage.,https://www.cfr.org/cyber-operations/whitebear
APT 10,Espionage,China,"Australia, Brazil, Canada, Finland, France, India, Japan, Korea (Republic of), New Zealand, Norway, South Africa, Sweden, Switzerland, Thailand, United Kingdom, United States",vittima,2017-04-04,archivio_cfr_2019,Also known as TA410. This threat actor targets managed information technology service providers to access client information for espionage purposes. APT 10 has been active since at least 2009.,https://www.cfr.org/cyber-operations/apt-10
Compromise of gaming companies,Espionage,China,"China, Korea (Republic of), Russian Federation, Taiwan, United States",vittima,2016-10-18,archivio_cfr_2019,"A threat actor uses a tool called PassCV to target video game companies, stealing digital certificates to use in cyber operations against other targets.",https://www.cfr.org/cyber-operations/compromise-of-gaming-companies
"Compromise of computer networks associated with diplomats, journalists, and others in South Korea",Espionage,Korea (Democratic People's Republic of),Korea (Republic of),vittima,2016-08-01,archivio_cfr_2019,"Threat actors targeted the email accounts of South Korean diplomats, journalists, and security officials.",https://www.cfr.org/cyber-operations/compromise-of-computer-networks-associated-with-diplomats-journalists-and-others-in-south-korea
Lazarus Group,Espionage,Korea (Democratic People's Republic of),"Bangladesh, Israel, Korea (Republic of), United States",vittima,2016-02-01,archivio_cfr_2019,"This threat actor targets and compromises entities primarily in South Korea and South Korean interests for espionage, disruption, and destruction. It has also been known to conduct cyber operations for financial gain, including targeting cryptocurrency exchanges. In 2018, the U.S. Department of Homeland Security issued a malware analysis report on a tool called Typeframe used […]",https://www.cfr.org/cyber-operations/lazarus-group
Compromise of South Korean government computers (2015),Espionage,Korea (Democratic People's Republic of),Korea (Republic of),vittima,2015-10-20,archivio_cfr_2019,"A threat actor compromised government networks affiliated with members of the South Korean parliament. The threat actor also attempted to compromise the Foreign Ministry, Defense Ministry, and the Blue House.",https://www.cfr.org/cyber-operations/compromise-of-south-korean-government-computers-2015
Compromise of the Seoul subway system,Espionage,Korea (Democratic People's Republic of),Korea (Republic of),vittima,2015-10-05,archivio_cfr_2019,A threat actor compromised networks associated with Seoul’s subway system.,https://www.cfr.org/cyber-operations/compromise-of-the-seoul-subway-system
APT 30,Espionage,China,"Cambodia, China, India, Indonesia, Korea (Republic of), Malaysia, Myanmar, Saudi Arabia, Singapore, Thailand, United States, Vietnam",vittima,2015-04-12,archivio_cfr_2019,This threat actor uses spear-phishing techniques to target government and private sector agencies in the South China Sea region.,https://www.cfr.org/cyber-operations/apt-30
Operation Cleaver,Espionage,Iran (Islamic Republic of),"Canada, China, France, Germany, India, Israel, Korea (Republic of), Kuwait, Mexico, Pakistan, Qatar, Saudi Arabia, Turkey, United Kingdom, United States",vittima,2014-12-02,archivio_cfr_2019,"This threat actor targets governments and private sector entities for espionage and sabotage purposes. It is believed to be responsible for compromising U.S. Navy computers at the Navy Marine Corps Intranet in San Diego, the U.S. energy company Calpine Corporation, Saudi Aramco, Pemex, Qatar Airways, and Korean Air (http://www.reuters.com/article/2014/12/02/us-cybersecurity-iran-idUSKCN0JG18I20141202)",https://www.cfr.org/cyber-operations/operation-cleaver
Unresponsive computer networks in South Korea,Denial of service,Korea (Democratic People's Republic of),Korea (Republic of),vittima,2013-05-20,archivio_cfr_2019,"Threat actors compromised the computer networks of South Korean broadcasters and two banks, making them unresponsive.",https://www.cfr.org/cyber-operations/unresponsive-computer-networks-in-south-korea
Nitro attacks,Espionage,China,"Argentina, Bangladesh, China, Czech Republic, Finland, France, Germany, Hong Kong, India, Korea (Republic of), Netherlands, Singapore, Taiwan, United Kingdom, United States",vittima,2011-10-31,archivio_cfr_2019,A threat actor targeted defense contractors and private companies involved in research and manufacture of chemicals.,https://www.cfr.org/cyber-operations/nitro-attacks
Shady RAT,Espionage,China,"Canada, Germany, Hong Kong, India, Indonesia, Japan, Korea (Republic of), Singapore, Switzerland, Taiwan, United Kingdom, United States, Vietnam",vittima,2011-08-03,archivio_cfr_2019,"A threat actor targeted government entities (primarily in the United States), defense contractors, think tanks, and companies in the advanced information technology and aerospace industries for espionage purposes using a tool called Shady RAT.",https://www.cfr.org/cyber-operations/shady-rat
Denial of service incident against South Korean and U.S. targets,Denial of service,Korea (Democratic People's Republic of),"Korea (Republic of), United States",vittima,2011-04-09,archivio_cfr_2019,"Dubbed “Ten Days of Rain,” this attack was a ten-day denial of service campaign that targeted websites associated with the South Korean government and U.S. military forces in South Korea.",https://www.cfr.org/cyber-operations/denial-of-service-incident-against-south-korean-and-u-s-targets
