titolo,categoria,sponsor_stato,paesi_vittima,ruolo,data_evento,fonte_data_evento,descrizione,link
Targeting of U.S. federal civilian agency,Espionage,China,United States,vittima,,da_estrarre_con_llm,Chinese threat actor Hafnium attacked an unnamed U.S. government civilian agency from August to January 2023. Hafnium exploited a known vulnerability in software in the agency’s Microsoft Internet Information Services (IIS) web server.,https://www.cfr.org/cyber-operations/targeting-of-u-s-federal-civilian-agency
Targeting of Hive ransomware group,Data destruction,United States,Russian Federation,attore,,da_estrarre_con_llm,"The U.S. Department of Justice ran a months-long disruption campaign against the Hive ransomware group. During this time, the FBI infiltrated the group’s servers and stole decryption keys, which they distributed to victims, preventing $130 million in ransom payouts.",https://www.cfr.org/cyber-operations/targeting-of-hive-ransomware-group
Targeting of Harmony cryptocurrency bridge,Financial Theft,Korea (Democratic People's Republic of),United States,vittima,,da_estrarre_con_llm,Lazarus Group stole nearly $100 million in cryptocurrency from the platform Harmony Bridge in June 2022. The FBI formally attributed the hack to Lazarus in January 2023 after the hackers attempted to launder nearly $60 million through cryptocurrency mixers and a series of wallets.`,https://www.cfr.org/cyber-operations/targeting-of-harmony-cryptocurrency-bridge
Calisto,Espionage,Russian Federation,"Belgium, United Kingdom, United States",vittima,,da_estrarre_con_llm,Calisto is a Russian government-affiliated threat actor. The group uses spear-phishing tactics to compromise individual email accounts for espionage purposes. The group has also been known to leak stolen emails as part of information-warfare efforts.,https://www.cfr.org/cyber-operations/calisto
Targeting of U.S. satellite network,Espionage,Russian Federation,United States,vittima,,da_estrarre_con_llm,The U.S. Cybersecurity and Infrastructure Security Agency said Russian cyber operatives had infiltrated the network of a U.S. satellite communications provider. How far the intrusion extended or what kind of information the Russians could have stolen remains unclear.,https://www.cfr.org/cyber-operations/targeting-of-u-s-satellite-network
Targeting of U.S. National Laboratories,Espionage,Russian Federation,United States,vittima,2007-12-07,archivio_cfr_2019,"In July 2022, Calisto targeted scientists at the Brookhaven National Laboratory with a fake login page to steal credentials. The hackers appear to have used the harvested credentials to access documents related to counter-proliferation and nuclear accountability in Russia and other states.",https://www.cfr.org/cyber-operations/targeting-of-u-s-national-laboratories
Targeting of organizations supporting Ukraine,Espionage,Russian Federation,United States,vittima,,da_estrarre_con_llm,"As part of a phishing campaign, Calisto targeted NATO-affiliated military and strategic research institutes, a Ukraine-based defense contractor, and former intelligence officials and Russia experts who were working at nongovernmental organizations.",https://www.cfr.org/cyber-operations/targeting-of-organizations-supporting-ukraine
Targeting of U.S. COVID relief funds,Financial Theft,China,United States,vittima,,da_estrarre_con_llm,APT 41 targeted the U.S. Small Business Administration and stole at least $20 million in U.S. COVID relief benefits allocated to businesses in several different U.S. states.,https://www.cfr.org/cyber-operations/targeting-of-u-s-covid-relief-funds
Targeting of U.S. federal agency,Espionage,Iran (Islamic Republic of),United States,vittima,,da_estrarre_con_llm,"Iran-affiliated group Nemesis Kitten targeted an unnamed U.S. federal agency, though suspected to be the U.S. Merit Systems Protections Board, and installed cryptocurrency-mining software into the government agency’s network.",https://www.cfr.org/cyber-operations/targeting-of-u-s-federal-agency
Targeting of medical professionals,Espionage,Iran (Islamic Republic of),United States,vittima,,da_estrarre_con_llm,"As part of a larger Iranian espionage campaign against medical professionals, TA453 targeted an individual with a spear-phishing lure to gain access to their credentials. The earlier campaign, known as BadBlood, targeted researchers in the United States and Israel, although the location of the researcher targeted in this latest attack remains unclear.",https://www.cfr.org/cyber-operations/targeting-of-medical-professionals
APT 42,Espionage,Iran (Islamic Republic of),"Australia, Bulgaria, Iran (Islamic Republic of), Israel, Italy, Malaysia, Norway, Qatar, United Kingdom, United States",vittima,,da_estrarre_con_llm,"APT 42 has a wide variety of targets and typically aims to access the networks of organizations and individuals who oppose the Iranian regime. Some overlap also exists between APT 42 and an Iranian-sponsored ransomware actor, UNC2448.",https://www.cfr.org/cyber-operations/apt-42
Targeting of organizations in an Iranian ransomware campaign,Financial Theft,Iran (Islamic Republic of),United States,vittima,,da_estrarre_con_llm,Charming Kitten launched ransomware attacks against multiple organizations.,https://www.cfr.org/cyber-operations/targeting-of-organizations-in-an-iranian-ransomware-campaign
Targeting of Northwestern Polytechnical University,Espionage,United States,China,attore,,da_estrarre_con_llm,"China accused the U.S. National Security Agency (NSA) of hacking into the networks of Northwestern Polytechnical University, a prominent defense research university in Xi’an, in June 2022. Some researchers expressed doubt at the claims, as the report accused the NSA of using a tool more than ten years old that was leaked more than five […]",https://www.cfr.org/cyber-operations/targeting-of-northwestern-polytechnical-university
Targeting of U.S. political reporters and White House correspondents,Espionage,China,United States of America,vittima,,da_estrarre_con_llm,"Since 2021, Zirconium, a Chinese threat actor, has carried out phishing attacks against U.S.-based journalists to uncover sensitive information about U.S. politics.",https://www.cfr.org/cyber-operations/targeting-of-u-s-political-reporters-and-white-house-correspondents
Targeting of various industries with Maui ransomware,Financial Theft,Korea (Democratic People's Republic of),United States,vittima,,da_estrarre_con_llm,The Lazarus Group used Maui ransomware to target government and civil institutions in order to raise money for the North Korean government.,https://www.cfr.org/cyber-operations/targeting-of-various-industries-with-maui-ransomware
Targeting of major telecommunications and network service providers,Espionage,China,United States,vittima,,da_estrarre_con_llm,Chinese-backed threat actors identified vulnerabilities to gain access to major telecommunication companies and network service providers to access and exfiltrate victim data.,https://www.cfr.org/cyber-operations/targeting-of-major-telecommunications-and-network-service-providers
Targeting of Boston Children’s Hospital,Financial Theft,Iran (Islamic Republic of),United States,vittima,,da_estrarre_con_llm,Iranian government-backed hackers are believed to have launched a ransomware attack against the Boston Children’s Hospital in the summer of 2021. The attack was foiled after a partner country shared intelligence with the FBI.,https://www.cfr.org/cyber-operations/targeting-of-boston-childrens-hospital
Red Menshen,Espionage,China,"Hong Kong, India, Korea (Republic of), Myanmar, Turkey, United States, Vietnam",vittima,,da_estrarre_con_llm,"A Chinese threat actor believed to have used a custom backdoor to target telecommunications providers and entities in the government, education, and logistics sectors in the United States, Hong Kong, India, Myanmar, South Korea, Turkey, and Vietnam.",https://www.cfr.org/cyber-operations/red-menshen
"Targeting of telecommunications providers across the United States, Asia, and the Middle East",Espionage,China,"Hong Kong, India, Korea (Republic of), Myanmar, Turkey, United States, Vietnam",vittima,,da_estrarre_con_llm,"Chinese threat actor Red Menshen used a custom backdoor dubbed BPFDoor to target telecommunications providers, government systems, postal and logistic systems, and others in the United States, Hong Kong, India, Myanmar, South Korea, Turkey, and Vietnam. Red Menshen moved laterally across Windows systems, sending commands via a virtual private server that were administered by compromised […]",https://www.cfr.org/cyber-operations/targeting-of-telecommunications-providers-across-the-united-states-asia-and-the-middle-east
"Targeting of technology and manufacturing companies in Asia, Europe, and North America",Espionage,China,"Germany, Japan, Korea (Republic of), United States",vittima,,da_estrarre_con_llm,"Chinese APT Winnti Umbrella targeted technology and manufacturing companies across Asia, Europe, and North America in a sophisticated cyber espionage campaign that began in 2019. Winnti used a novel strain of malware to exfiltrate the victims’ intellectual property, including documents, blueprints, diagrams, formulas, and manufacturing-related proprietary data.",https://www.cfr.org/cyber-operations/targeting-of-technology-and-manufacturing-companies-in-asia-europe-and-north-america
Targeting of specialized engineering companies,Financial Theft,Korea (Democratic People's Republic of),United States,vittima,,da_estrarre_con_llm,"North Korean threat actor Lazarus Group targeted a specialized engineering company to steal sensitive intellectual property. The hackers breached the organization’s network by exploiting the Log4j vulnerability, moving laterally to compromise eighteen other computers. The hackers installed a backdoor to steal credentials and exfiltrate sensitive data.",https://www.cfr.org/cyber-operations/targeting-of-specialized-engineering-companies
Targeting of cryptocurrency company employees,Financial Theft,Korea (Democratic People's Republic of),"Japan, Korea (Republic of), United States",vittima,,da_estrarre_con_llm,"North Korean hackers targeted cryptocurrency company employees in a phishing campaign to access systems and make fraudulent trades. Lazarus sent mass emails with job offers embedded with malicious links. When victims clicked, their devices downloaded TraderTraitor malware, which enabled the hackers to execute commands and infiltrate company networks to make fraudulent blockchain transactions.",https://www.cfr.org/cyber-operations/targeting-of-cryptocurrency-company-employees
Targeting of Axie Infinity’s Ronin Network,Financial Theft,Korea (Democratic People's Republic of),United States,vittima,,da_estrarre_con_llm,"The North Korea–linked Lazarus Group stole more than $600 million worth of cryptocurrency from the Axie Infinity video game. The hackers infiltrated Ronin Network, a decentralized finance platform used to earn and pay for in-game items with cryptocurrency. Lazarus then used a cryptocurrency mixer, Tornado Cash, to launder a portion of the stolen funds to […]",https://www.cfr.org/cyber-operations/targeting-of-axie-infinitys-ronin-network
"Targeting of telecommunication companies, internet service providers, and the data services sector",Espionage,China,United States,vittima,,da_estrarre_con_llm,"Chinese threat actor Hafnium targeted an un-patched zero-day vulnerability in Zoho products to implant a web shell. Hafnium exploited the Windows Task Scheduler to execute hidden scheduled tasks, allowing the malware to avoid detection.",https://www.cfr.org/cyber-operations/targeting-of-telecommunication-companies-internet-service-providers-and-the-data-services-sector
Targeting of Ukrainian institutions and U.S. and European foreign policy institutions and think tanks,Espionage,Russian Federation,"France, Germany, United Kingdom, United States",vittima,,da_estrarre_con_llm,"Russian threat actor APT 28 targeted Ukrainian media organizations, government institutions, and foreign policy think tanks in the United States and the European Union with attempts to establish access to victims’ systems, gain tactical information related to the invasion, and exfiltrate other sensitive information. Microsoft assumed control of seven of APT 28’s internet domains used […]",https://www.cfr.org/cyber-operations/targeting-of-ukrainian-institutions-and-u-s-and-european-foreign-policy-institutions-and-think-tanks
"Targeting of organizations in Asia, Europe, and North America",Espionage,China,"Australia, Japan, United Kingdom, United States",vittima,,da_estrarre_con_llm,"Chinese threat actor APT 10 used a vulnerability in Microsoft Exchange to gain access to victims’ networks, where the attackers deployed a custom loader and the Sodamaster backdoor. APT 10 also used a custom loader to obtain credentials. The attackers spent up to nine months in victims’ networks.",https://www.cfr.org/cyber-operations/targeting-of-organizations-in-asia-europe-and-north-america
Targeting of American news media and IT companies,Espionage,Korea (Democratic People's Republic of),United States,vittima,,da_estrarre_con_llm,"The Lazarus Group used a Google Chrome zero-day to target employees at American news media and IT companies. The Lazarus Group used phishing emails impersonating recruiters at Disney, Google, and Oracle with fake job opportunities, which included malicious links to spoofed Indeed and ZipRecruiter websites. An exploit kit hidden within the websites fingerprinted the target […]",https://www.cfr.org/cyber-operations/targeting-of-american-news-media-and-it-companies
Targeting of Asus routers,Espionage,Russian Federation,"Canada, India, Russian Federation, United States",vittima,,da_estrarre_con_llm,"Sandworm targeted WatchGuard and ASUS routers with Cyclops Blink malware, an advanced modular botnet. The malware gives Sandworm access to data and files stored on compromised networks. The malware affects devices that do not belong to critical organizations, suggesting that its purpose may be to build infrastructure for later attacks on high-value targets.",https://www.cfr.org/cyber-operations/targeting-of-asus-routers
Targeting of American state governments’ networks,Espionage,China,United States,vittima,,da_estrarre_con_llm,"The Chinese cyber threat group APT41 conducted an extended campaign targeting the networks of at least six U.S. state governments. For over a year, APT41 exploited internet-facing web applications and leveraged a zero-day vulnerability in the USAHerds application used by many state governments, gaining access to the broader networks of state governments.",https://www.cfr.org/cyber-operations/targeting-of-american-state-governments-networks
Targeting of American defense contractors,Espionage,Russian Federation,United States,vittima,,da_estrarre_con_llm,"For at least two years spanning from January 2020 through February 2022, Russian state-sponsored threat actors targeted American cleared defense contractors (CDCs) to acquire and exfiltrate sensitive data and export-controlled technology. These CDCs were contracted by the Department of Defense (DoD) and the U.S. Intelligence Community in areas including command and control, intelligence, surveillance, and […]",https://www.cfr.org/cyber-operations/targeting-of-american-defense-contractors
Targeting of journalists at News Corp,Espionage,China,"United Kingdom, United States",vittima,,da_estrarre_con_llm,"A Chinese threat actor hacked the email accounts of journalists employed at American media company News Corp. The attackers aimed to uncover journalists’ sources, as well as drafts of upcoming articles. No consumer or financial data was compromised.",https://www.cfr.org/cyber-operations/targeting-of-journalists-at-news-corp
Targeting of cryptocurrency start-ups,Financial Theft,Korea (Democratic People's Republic of),United States,vittima,,da_estrarre_con_llm,"BlueNoroff, an offshoot of the North Korean threat actor Lazarus Group, mounted a long-running campaign against cryptocurrency firms and exchanges in a bid to steal cryptocurrency.",https://www.cfr.org/cyber-operations/targeting-of-cryptocurrency-start-ups
Emennet Pasargad,Espionage,Iran (Islamic Republic of),United States,vittima,,da_estrarre_con_llm,An Iranian company hired by the Iranian government to interfere in U.S. elections. Emennet Pasargad has attacked voting-related websites and news outlets and distributed misinformation designed to undermine confidence in the U.S. electoral system.,https://www.cfr.org/cyber-operations/emennet-pasargad
Targeting of U.S. newspaper chain,Espionage,Iran (Islamic Republic of),United States,vittima,,da_estrarre_con_llm,Iranian hackers are accused of compromising a major U.S. newspaper before the 2020 election.,https://www.cfr.org/cyber-operations/targeting-of-u-s-newspaper-chain
Targeting of U.S. and Australian critical infrastructure,Financial Theft,Iran (Islamic Republic of),"Australia, United States",vittima,,da_estrarre_con_llm,"Iranian hackers have been penetrating networks in both the United States and Australia with ransomware, either to disrupt critical infrastructure or turn a profit.",https://www.cfr.org/cyber-operations/targeting-of-u-s-and-australian-critical-infrastructure
Targeting of REvil,Data destruction,United States,Russian Federation,attore,,da_estrarre_con_llm,"The FBI, U.S. Cyber Command, and allied governments took down the Tor servers of the ransomware gang REvil.",https://www.cfr.org/cyber-operations/targeting-of-revil
IronHusky,Espionage,China,United States,vittima,,da_estrarre_con_llm,IronHusky was detected using a Windows zero-day to launch a remote access Trojan dubbed MysterySnail.  Command and control infrastructure IronHusky use has been active since at least 2012.,https://www.cfr.org/cyber-operations/ironhusky
Targeting of various industries through Gmail compromises,Espionage,Russian Federation,United States,vittima,,da_estrarre_con_llm,"APT28 was detected conducting a wide-ranging phishing attack against more than fourteen thousand Gmail users who work as activists, journalists, and national security officials.",https://www.cfr.org/cyber-operations/targeting-of-various-industries-through-gmail-compromises
"Targeting of major aerospace companies in the United States, Russia, Europe, and the Middle East",,Iran (Islamic Republic of),"Russian Federation, United States",vittima,,da_estrarre_con_llm,An Iranian-linked threat actor dubbed MalKamak used a remote access Trojan (RAT) known as ShellClient to target aerospace and telecommunication companies. The RAT employed had been in development since at least 2018 and piggybacked off of Dropbox servers.,https://www.cfr.org/cyber-operations/targeting-of-major-aerospace-companies-in-the-united-states-russia-europe-and-the-middle-east
Targeting of Microsoft Exchange and MySQL servers,Espionage,China,United States,vittima,,da_estrarre_con_llm,A Chinese threat actor that had been launching attacks using the novel backdoor technique SideWalk for several months is associated with the Chinese threat actor Winnti Umbrella. The attacks targeted businesses and academic institutions in the United States.,https://www.cfr.org/cyber-operations/targeting-of-microsoft-exchange-and-mysql-servers
Targeting of U.S. computer retail business,Espionage,China,United States,vittima,,da_estrarre_con_llm,"Winnti Umbrella was found to have repurposed a backdoor, known as Crosswalk, to infiltrate the systems of a computer retailer in the United States.",https://www.cfr.org/cyber-operations/targeting-of-u-s-computer-retail-business
"Targeting of the United States, Belarus, Canada, Mongolia, and Russia in an espionage operation",Espionage,China,"Belarus, Canada, Mongolia, Russian Federation, United States",vittima,,da_estrarre_con_llm,APT 31 was detected using a new remote access Trojan horse in more than ten attacks throughout the first half of 2021 to target governmental groups in Russia and several other countries.,https://www.cfr.org/cyber-operations/targeting-of-the-united-states-belarus-canada-mongolia-and-russia-in-an-espionage-operation
